Gene	C	Z	Pval	FDR
HSPB1	0.05450810063605483	83.67175282946896	0.0	0.0
STAT1	0.07769467960193147	83.59739217122181	0.0	0.0
CCL2	0.03227097868059974	83.08437311046264	0.0	0.0
SGK1	0.0340924891214256	82.62804195262139	0.0	0.0
CD3E	0.0232599173848972	82.53154668132501	0.0	0.0
PLXNB1	0.10673922408291507	82.03266534797407	0.0	0.0
LTBP2	0.060974686905790006	81.02115945835898	0.0	0.0
SDC2	0.03985748891845285	79.25506940510692	0.0	0.0
P4HA1	0.08006902892491384	78.65064247726292	0.0	0.0
IMPDH2	0.10061943581942039	78.59346138901054	0.0	0.0
EMP1	0.03667939055269722	76.7900564442891	0.0	0.0
UCHL1	0.13478707670238232	75.92702332780543	0.0	0.0
LENG8	0.045821828536139905	75.67460415915178	0.0	0.0
FAM107A	0.059513775233642915	74.87864142732707	0.0	0.0
MEIS3	0.03308536902487727	74.7192487680358	0.0	0.0
MCAM	0.038159498433497	73.54767879363848	0.0	0.0
IRF1	0.03537370739401239	73.48356123027347	0.0	0.0
CCL19	0.019263281494717493	72.3851736655593	0.0	0.0
PRKCI	0.10547272863526257	72.33939249363362	0.0	0.0
HSPD1	0.10340430388512535	72.2730551600713	0.0	0.0
AMOTL2	0.08578527972622778	71.4403252611017	0.0	0.0
CCL8	0.021713722063587362	71.12108401328967	0.0	0.0
TIMP2	0.05281512043523284	70.79768443959466	0.0	0.0
SNHG15	0.06056561188004249	69.66418815019743	0.0	0.0
THSD4	0.08157028625855886	69.533627832375	0.0	0.0
CLDN1	0.05444230223995501	68.50650918095408	0.0	0.0
SULF1	0.07739133557752327	67.59154359201237	0.0	0.0
CIITA	0.02571301977974597	66.98771825178052	0.0	0.0
SNAI2	0.03813312004955937	66.9212742416324	0.0	0.0
IL6ST	0.0402060514813939	66.47434810944111	0.0	0.0
IFI16	0.04214503836469753	66.37750307191206	0.0	0.0
CYP4B1	0.10398074408512585	66.11748773782422	0.0	0.0
PKM	0.08336562233713697	65.32249773923006	0.0	0.0
MUC16	0.10058659294926858	65.26431718542884	0.0	0.0
TGFBR2	0.039988035028445355	64.8780453469428	0.0	0.0
SVIL	0.0297076647778532	64.3865036985578	0.0	0.0
PTGIS	0.03444450042563782	63.68252473280905	0.0	0.0
CD99	0.03372005195250749	62.82391006432225	0.0	0.0
MYH9	0.04488344655733627	62.56658500100764	0.0	0.0
SOST	0.034344181310120556	62.557774056086956	0.0	0.0
THBS2	0.04993524618231056	62.52621147996028	0.0	0.0
CTSL	0.03501347025405022	62.23744987304479	0.0	0.0
ESR1	0.07074453678821381	62.11225927925538	0.0	0.0
HNRNPD	0.08008220922898633	62.09782088063694	0.0	0.0
CBX7	0.026887746827990246	60.66577112727821	0.0	0.0
TMEM123	0.07738008305717467	60.43772212557824	0.0	0.0
GXYLT2	0.0606399920949975	60.3130396278911	0.0	0.0
ALDOA	0.06770291326227067	60.28735831643648	0.0	0.0
ALCAM	0.09569871600080145	58.94431252666088	0.0	0.0
AHCY	0.08589354372631008	58.716938703435176	0.0	0.0
IGFBP2	0.07516065377244263	58.56194647093897	0.0	0.0
CDC27	0.03401006737055765	58.3859748619182	0.0	0.0
GAS6	0.04383118574130227	58.326617982630594	0.0	0.0
PLAUR	0.02912442008999162	58.2607425113993	0.0	0.0
HTRA1	0.03504860395626827	57.5820929557982	0.0	0.0
NREP	0.04582906998506942	56.281688837970734	0.0	0.0
SERPINH1	0.0539447070342016	55.10850966218625	0.0	0.0
DDX3X	0.03144079672220802	54.89558660493702	0.0	0.0
PROS1	0.036846782916488116	54.87338963171812	0.0	0.0
RSPO3	0.04636662543664519	54.62232735011233	0.0	0.0
FGFR1	0.029048130330666184	54.61176646883985	0.0	0.0
AC007906.2	0.061820692175325785	54.41428104660041	0.0	0.0
MAN1A1	0.02631454918009928	54.25732248603518	0.0	0.0
LGMN	0.02334047092751161	54.094487110055795	0.0	0.0
HMGA1	0.08665432725146138	53.590682198239854	0.0	0.0
NORAD	0.06582899876315644	52.943649597684924	0.0	0.0
SFRP1	0.03340187287789837	52.20068236589637	0.0	0.0
PVT1	0.06822643860413492	52.125865345161024	0.0	0.0
CD4	0.02159873236030767	52.11631485674539	0.0	0.0
IL1RAP	0.08022460023883281	52.10779920510604	0.0	0.0
LIPA	0.026575702353323582	49.20437122736882	0.0	0.0
KCNMA1	0.027080083410225345	48.88321090371169	0.0	0.0
CCND1	0.04976079654722992	48.62603733810358	0.0	0.0
FBL	0.06228985055042751	48.50298518860887	0.0	0.0
SPATS2L	0.0324542961160425	47.77162137010604	0.0	0.0
CXCL13	0.013170203272562072	47.74067657971766	0.0	0.0
IL1R1	0.0491286040420088	47.21255639261052	0.0	0.0
ANXA5	0.032158639670067136	47.1370753292593	0.0	0.0
CD3D	0.013273012975755467	46.71223216290722	0.0	0.0
THBD	0.019433721269651892	46.61976375049741	0.0	0.0
MLF1	0.07095522320433452	46.1698053235728	0.0	0.0
PLTP	0.02544442851636907	45.63811784625594	0.0	0.0
OLFML3	0.028354775343522466	45.6102926953154	0.0	0.0
EPCAM	0.07286918573693243	45.54351638637937	0.0	0.0
C2orf88	0.061015534293342166	45.117322993870715	0.0	0.0
TFRC	0.06453275252610528	44.69290512839645	0.0	0.0
HIF1A	0.02907884883288174	44.198200304860684	0.0	0.0
DHCR24	0.06866253261320318	43.16581387300831	0.0	0.0
APP	0.04756926756602585	42.879636782177464	0.0	0.0
CCDC71L	0.024149419432918273	42.62814377712914	0.0	0.0
ECM1	0.026376493523171087	42.21920177669864	0.0	0.0
FMOD	0.026349997923257453	42.11674570727483	0.0	0.0
LRP1	0.025310086224406027	41.798011634116506	0.0	0.0
ITGB5	0.040598947911233745	41.770472470628796	0.0	0.0
SMC4	0.07137304118347097	41.3039029270027	0.0	0.0
SAMHD1	0.021956155163367328	40.83374462071579	0.0	0.0
HNRNPA1L2	0.04803007559105618	40.77235887771382	0.0	0.0
CFB	0.05345242445995262	40.770307631630885	0.0	0.0
SLMAP	0.02652918439307627	40.74529335139519	0.0	0.0
HSPE1	0.049941580459428654	39.886255996514784	0.0	0.0
CD200	0.053160249126268946	39.61593363281434	0.0	0.0
PLAT	0.03690436755285495	39.37624189436106	0.0	0.0
KIAA1324	0.0504121034593656	38.65210122344106	0.0	0.0
BIRC3	0.027372852753567923	38.65107600283417	0.0	0.0
APOL1	0.04845863115714762	38.576930035271246	0.0	0.0
USP53	0.05973536274647632	38.486511345192476	0.0	0.0
ANXA2	0.03694834170595126	38.15906205238301	0.0	0.0
PLS3	0.021860306313171225	37.00076007511165	5.5666795263598315e-300	4.3947469944946033e-299
BCAM	0.05182103194386107	36.51127084097298	3.673297138576561e-292	2.884788328725048e-291
DSG2	0.054758255748463415	36.36726193337855	7.01074885326704e-290	5.4771475416148755e-289
LOX	0.03531478358175562	36.0251892698008	1.6872660064125183e-284	1.3113466371081746e-283
SPTBN1	0.023155520176425897	35.98456730760024	7.292342152041181e-284	5.638408880444212e-283
TPX2	0.07065695827148268	35.483904740962785	4.353270717389991e-276	3.348669782607686e-275
NTN4	0.041018426733300486	35.21694793759388	5.502285868683418e-272	4.2109330627679223e-271
SF3B1	0.02589149519699586	35.13502040822637	9.843243974851442e-271	7.494855818414804e-270
SIRPA	0.018603346273946417	34.97434185809243	2.7625153472667506e-268	2.0928146570202656e-267
PLSCR1	0.03587052497618685	34.78405019758811	2.1192310037653236e-265	1.5974103043457215e-264
PTGFRN	0.021357145734866946	34.50840161369582	3.0006800846716698e-261	2.2505100635037525e-260
BIRC5	0.06699830342424133	34.471470081084135	1.0736768371152947e-260	8.012513709815632e-260
SOX17	0.05154265916406083	33.42542834429407	2.928731104698503e-245	2.1748003252711658e-244
HERC2	0.018427830901349855	33.26070024035334	7.148270194580412e-243	5.281973050182571e-242
CCNE1	0.058526858388517615	32.596778054269215	2.2779274031624575e-233	1.674946619972395e-232
CDH6	0.04780269832066065	32.31813493755056	1.9455430978848202e-229	1.4235681204035272e-228
LPAR3	0.0536372389281998	32.17098689373742	2.24712093679968e-227	1.6362531093201553e-226
NOTCH2NLA	0.023668467777644607	32.1547788568428	3.7865297709695253e-227	2.7438621528764672e-226
TUBB	0.034871619883159365	31.854165623182524	5.7629653463765156e-223	4.1559846247907566e-222
DNAJA1	0.037337975872941985	31.506862060233043	3.498110920629146e-218	2.510605923896516e-217
MSN	0.02240518495118062	31.453445802290386	1.8830323539503145e-217	1.3450231099645102e-216
TOP2A	0.06755283681865272	31.08336030655018	2.021322956808494e-212	1.4369594479681237e-211
PTGES3	0.03997581638873099	31.026157028191808	1.196546332527405e-211	8.466129711278808e-211
TAP1	0.019043781848518265	30.982083392843595	4.698870865697491e-211	3.309063989927811e-210
CD59	0.018841891263135662	30.965848014098846	7.773491173840251e-211	5.4487087667104564e-210
MYBL2	0.055735586830143846	30.863044246837436	1.8719660180253147e-209	1.3060228032734752e-208
PABPC1L	0.04297183015576426	30.724528862876806	1.3387293762903419e-207	9.296731779794042e-207
ERRFI1	0.02609426151177826	30.205330782207888	1.0079965435329286e-200	6.967718042854345e-200
ANKRD33B	0.03690289626958708	30.038455422877956	1.5448458953054855e-198	1.0629673591551506e-197
CLEC10A	0.009123243722126183	30.007460772416184	3.921621986681742e-198	2.68604245663133e-197
SOX9	0.03746676477303378	29.727978646955705	1.6702867049995887e-194	1.1388318443179014e-193
CDV3	0.03716143688758828	29.377816459542736	5.273973098191171e-190	3.5796197499035095e-189
EIF4A1	0.03569571610900425	29.35902818928193	9.163279254897416e-190	6.191404901957714e-189
GREB1	0.020855710383304624	29.25050908404652	2.2119085678953368e-188	1.4878308752659214e-187
TIPARP	0.02307548855305311	29.19484887035339	1.1271715816080712e-187	7.548023983982619e-187
PART1	0.03673450142768212	29.099837835746378	1.8034431150917986e-186	1.2022954100611992e-185
SMARCA2	0.018419368721507547	29.092951666255914	2.2040498233401997e-186	1.4628649269957077e-185
ABCA1	0.018214607310880315	28.89922260985129	6.105416637539568e-184	4.0344162803124904e-183
KLK6	0.04787056132840685	28.683368508405305	3.075967721823319e-181	2.023662974883763e-180
TWIST1	0.028439271534254025	28.512281545001215	4.125273862739809e-179	2.702144451576294e-178
IFT57	0.04160203406236015	28.431241411130006	4.156785392504652e-178	2.7109469951117296e-177
FZD3	0.043249625975089294	28.3334583215816	6.691964705615165e-177	4.3454316270228345e-176
PIK3R1	0.01704181903642542	28.295087641527346	1.9859792885338937e-176	1.2840383331038105e-175
LAMP3	0.02163578470131916	28.23543270619787	1.0744346332969221e-175	6.916961158563876e-175
SPECC1	0.03346906603614079	28.164932050828305	7.864977691828836e-175	5.041652366556946e-174
EIF4G1	0.037629071845072484	28.113175699803612	3.3805690301893972e-174	2.157810019269828e-173
RGL3	0.03980010457255373	27.995767542126128	9.147286037183342e-173	5.813952989735175e-172
CCT8	0.03602991178575065	27.882099306737935	2.1992456227236013e-171	1.391927609318735e-170
CENPF	0.05119963668423262	27.298596924300877	2.2037202802048404e-164	1.3888993362635547e-163
MAP4K4	0.02451274171082607	27.207274381865687	2.663686893067201e-163	1.671770016569373e-162
MEF2A	0.015004723848845866	26.994348014517882	8.609393917121861e-161	5.3808711982011626e-160
IL13RA1	0.017264433913265088	26.65114383784056	8.679397349561954e-157	5.402114532922377e-156
GLS	0.016043408951045997	26.47610224644183	9.134804249058138e-155	5.6620687494162015e-154
PEG10	0.038935772135164484	26.321844454562452	5.392427223625372e-153	3.3286587800156614e-152
KCNC3	0.03205996374488901	26.24554446480003	4.01786523943085e-152	2.4699991226009326e-151
FSTL1	0.022218045037099392	26.245149591178016	4.059782188236541e-152	2.4855809315733927e-151
VDAC2	0.03269144499251316	25.868544974792243	7.525739679266206e-148	4.58886565808915e-147
NECTIN3	0.03929478881832808	25.634475893074743	3.149578403546013e-145	1.91269943535183e-144
MAL2	0.041675994756014904	25.51803635301	6.217139079868945e-144	3.760366378952991e-143
ATP5F1A	0.03276746481266398	25.515784205512144	6.585469845366386e-144	3.9671505092568587e-143
COL18A1	0.024878121664534607	25.51402950418589	6.887480107988027e-144	4.132488064792817e-143
SLC2A4RG	0.034425984765871005	25.0886748411722	3.3055000355127134e-139	1.975398427597239e-138
EHF	0.031080479448553692	24.962006685266388	7.908688778095177e-138	4.707552844104272e-137
GADD45A	0.028415218756371947	24.887706639522403	5.054436342050216e-137	2.996701388567322e-136
HSPG2	0.01855009014998816	24.652109638185962	1.74666434168245e-134	1.0314946899699508e-133
RAP1A	0.01705865547630122	24.640652430727144	2.317641154674863e-134	1.363318326279331e-133
PCNA	0.03439733343180759	24.401482575915026	8.246603681884841e-132	4.831994344854399e-131
TKT	0.03183824643921432	24.34330826319213	3.412491349510274e-131	1.991726468585763e-130
MRC2	0.022158607188288194	24.109784801203237	9.868482738489471e-129	5.737489964238065e-128
SCNN1A	0.03543905112923662	24.041890517335162	5.074272437335128e-128	2.93876782085046e-127
STMN1	0.035559208765853084	24.025878763566837	7.460867723843875e-128	4.304346763756081e-127
RAB11FIP1	0.0154184258577608	24.006300109940618	1.1949469079997975e-127	6.867510965516078e-127
SDC4	0.03281814716623056	23.908358257987697	1.2535956130594913e-126	7.177074120569607e-126
HSPA8	0.02678676501793097	23.806524289361775	1.4292964352287714e-125	8.15188080928957e-125
AXL	0.013381519806978347	23.593124104933747	2.267168195608548e-123	1.288163747504857e-122
ANXA3	0.03226265803440308	23.59234007788653	2.3095715133151733e-123	1.3073046301784e-122
CXADR	0.03455839959842795	23.45952586640973	5.283984188081167e-122	2.979690331624718e-121
DEPTOR	0.015340888060570086	23.30531274969492	1.9580661745153054e-120	1.1000371766939918e-119
RBM38	0.030445793931479295	23.195003960007924	2.5569013696656657e-119	1.431101512872574e-118
NFATC4	0.013437020500839813	23.154032314819315	6.619737360474502e-119	3.6913033608593876e-118
TYMS	0.04116706263031592	23.10600966176582	2.0143651642122e-118	1.1190917578956669e-117
XPR1	0.03555519860832967	23.052100398895128	7.006274459436946e-118	3.878011693415284e-117
IRAK1	0.02912018494651678	22.84385229123331	8.41107484919516e-116	4.638460394776742e-115
NMU	0.040566074149901765	22.691755417783316	2.701874284214457e-114	1.4845463100079434e-113
ACTN4	0.01607813687702722	22.455720527306195	5.625899907257698e-112	3.079872212002389e-111
CKAP4	0.022128774024183184	22.296490151181953	1.998215187694689e-110	1.089935556924376e-109
OGT	0.01645862250341196	21.94867046117876	4.458566121223711e-107	2.4231337615346254e-106
CD302	0.011616013246404978	21.737654751479493	4.520072255149824e-105	2.447692556940338e-104
DPYSL2	0.01379574952601011	21.70853976870411	8.519266440903538e-105	4.596726496890398e-104
SRSF1	0.025717635416402623	21.335867751460054	2.6378260411143798e-101	1.4181860436098817e-100
GALNT4	0.028608498370768416	21.158825585028772	1.1442589008800918e-99	6.12995839757192e-99
ALPL	0.030144104743060198	21.100777479520573	3.911954705524651e-99	2.088232049212447e-98
MVP	0.012753379485430713	21.064563969910964	8.408345464982051e-99	4.472524183501091e-98
EMX2	0.022657371405795827	20.938828339141782	1.1861065637383697e-97	6.286783906740475e-97
CPT1A	0.012093058255361798	20.929601894596036	1.4394531278866787e-97	7.60274539376767e-97
CSNK2A1	0.02602876594308282	20.63687883364638	6.403515558786312e-95	3.370271346729638e-94
TP53	0.03087199423625404	20.59115667659125	1.647052135021246e-94	8.638385323538002e-94
MAP1LC3B	0.012926947236060376	20.546430463052094	4.1417386731317376e-94	2.1646717803824415e-93
SQLE	0.03225899569960907	20.526486905142605	6.244195422848211e-94	3.2521851160667766e-93
ALG11	0.012873052237030232	20.302884989363697	6.0626449079213505e-92	3.146701509301739e-91
NLRC5	0.00872075771905836	20.291674323973506	7.615927995623747e-92	3.9392731011846967e-91
SHC1	0.016011887501826964	20.24308744821823	2.0437190866467645e-91	1.0534634467251363e-90
CBX3	0.02584799402921273	20.220615808301112	3.2236667654086917e-91	1.6559932014085746e-90
BCL6	0.017953577767344422	20.184123138972804	6.75008743885064e-91	3.4556761632341162e-90
GRB2	0.015524573498255588	20.18046176693642	7.269088278676569e-91	3.7087185095288616e-90
RTN4	0.01619112542021703	20.178840990988615	7.511367172850688e-91	3.8193392404325537e-90
IFNGR1	0.012689673831470237	20.09139877680958	4.387736464150726e-90	2.2235151000763815e-89
IGF1	0.024529378606959053	20.08836070063725	4.664583512924931e-90	2.3558502590529956e-89
TJP1	0.012766678958425893	20.040948604650207	1.2105468043286705e-89	6.093356397627536e-89
BCL2L1	0.02604499379718385	19.84564549545459	6.008765685132099e-88	3.014430945718444e-87
CD22	0.01391897225467394	19.83726840647378	7.098284138204816e-88	3.549142069102408e-87
MICAL2	0.015231598160552397	19.834445136373038	7.508206953138649e-88	3.7416313719960045e-87
LRATD2	0.02641736707292973	19.80282006016003	1.4074295929748434e-87	6.990544335967765e-87
RUVBL1	0.028600125167075226	19.739869674911915	4.9015264192065115e-87	2.426498227329956e-86
CDKN2A	0.029003748227781206	19.660007851978264	2.3732679544838467e-86	1.1710203722782138e-85
CTNNB1	0.023649491503318736	19.62575013984763	4.659569609975437e-86	2.2915916114633294e-85
SPON1	0.026392502480488307	19.39226192105253	4.4851962576148375e-84	2.1986256164778616e-83
NOTCH3	0.015370227203500474	19.32229949115957	1.74381421032761e-83	8.520264871307542e-83
LBH	0.01678633084574431	19.31339296714014	2.0721532077343017e-83	1.0091655232472248e-82
UBE2C	0.036446921717872144	19.310243882807995	2.202438180623559e-83	1.0691447478755141e-82
F11R	0.025852765769098656	19.067089611369198	2.3697989558528314e-81	1.1466769141223379e-80
TPBG	0.014605900052282928	19.03091349918281	4.729468000688123e-81	2.281093891007133e-80
KLHL14	0.03082027662333168	18.953880187027337	2.0509614725680026e-80	9.860391695038475e-80
CDK1	0.03740160367633967	18.8019972172023	3.636283099826173e-79	1.7426276836227664e-78
CCL18	0.00683822693866257	18.742311609951017	1.118474899085265e-78	5.343032957413686e-78
KANK2	0.01085852093705317	18.72027305092647	1.6920599677505498e-78	8.057428417859761e-78
TCF4	0.013575237309687172	18.707951657680848	2.1322661489515642e-78	1.0121516529833375e-77
SMARCC1	0.023135684650201885	18.68644066947939	3.1916068443397535e-78	1.5102240588358454e-77
CSE1L	0.02771798064838243	18.56273821925189	3.2170053651397987e-77	1.5174553609149993e-76
XBP1	0.013388545352873274	18.559229786973205	3.434113492394743e-77	1.6147869086495656e-76
TES	0.018478607110125035	18.547928948324294	4.2377625181591015e-77	1.9864511803870786e-76
PAX8	0.025848133762112063	18.39537048590682	7.153975357996639e-76	3.342979139250766e-75
TOP2B	0.023863070164711193	18.354150254799183	1.5291701222664265e-75	7.123463302483353e-75
MCM4	0.028843415770699227	18.208607150759324	2.2051225060713435e-74	1.0240506994139367e-73
MTR	0.01196445833856312	18.192839818750503	2.9406218281777706e-74	1.3613989945267456e-73
SOD1	0.022488125879952674	18.163470385857323	5.023410986633915e-74	2.3184973784464223e-73
HIPK3	0.013185200563574345	18.159223024022594	5.427504567884283e-74	2.4973180527074924e-73
RPN1	0.023814570079175774	18.151649074558232	6.2301630138509905e-74	2.857872942133482e-73
NPTN	0.013949516880630668	18.09471400933743	1.7537996212017708e-73	8.020425096959317e-73
PPP1R16B	0.021134899409771576	17.965415247366874	1.8177372316538374e-72	8.287555767418712e-72
LRRTM1	0.02827885446874109	17.956146099373257	2.1481059673017955e-72	9.76411803318998e-72
GBE1	0.015364935741163583	17.90107331207555	5.783551727770319e-72	2.620944891738815e-71
MUC1	0.021902812199648864	17.79759979316229	3.688160352682852e-71	1.6663375087422523e-70
DAP	0.016350458779503287	17.793566262882862	3.963518167596879e-71	1.785368543962558e-70
RGPD6	0.01140469464956616	17.710433917890143	1.7418819217173707e-70	7.822823001724719e-70
PGK1	0.01665750606460168	17.691570627579157	2.4349450846853594e-70	1.0902739185158326e-69
LTA4H	0.020881659580006106	17.68507659487906	2.7323378067864614e-70	1.219793663743956e-69
AP2M1	0.021735064421154658	17.578028986035076	1.8148829821563567e-69	8.078114163900698e-69
RAB7A	0.021210685451193752	17.561513781219457	2.4281347032420826e-69	1.0775745724447112e-68
ITGAX	0.007598235642127246	17.53442688479765	3.911719826931617e-69	1.7308494809431934e-68
CDKN2B	0.02141384737592479	17.527628347595947	4.4085586130118746e-69	1.944952329269945e-68
P4HB	0.018529150025545723	17.42519254398121	2.656465473005763e-68	1.1685331992693973e-67
TMEM97	0.027982319633041132	17.40545106185375	3.7506417132951465e-68	1.6450182953048887e-67
SEMA3A	0.023318217366918834	17.39794215651487	4.276022870426386e-68	1.8699808471252416e-67
CIP2A	0.029879384808374092	17.355979045831027	8.887215632790712e-68	3.875239374763392e-67
ANP32E	0.02591537847190655	17.33719083199677	1.2324648135099346e-67	5.358542667434498e-67
GMPS	0.022763278964253387	17.26989859224477	3.964079754893351e-67	1.7185316856474065e-66
DUSP6	0.01280269364679336	17.258526057067524	4.827197081578162e-67	2.0866846173969002e-66
TOPBP1	0.025408380460707914	17.206831608679344	1.1799766395287352e-66	5.086106204865238e-66
ATP1A1	0.020516449118888416	17.19666880771285	1.406211878433566e-66	6.043890594986673e-66
MECOM	0.024193355850625424	17.190937701903426	1.5523502762475556e-66	6.652929755346666e-66
APOL2	0.020538592399774073	17.066045384862218	1.3279609425897035e-65	5.6750467632038605e-65
EIF3C	0.018275754230625676	17.06131761295178	1.4399278801389784e-65	6.136056307410419e-65
EIF5A	0.02256075392602363	16.980090058425294	5.765449232464834e-65	2.449907605863244e-64
ERBB3	0.02586049853235633	16.974942653517648	6.293858691852175e-65	2.6668892762085487e-64
NME1	0.022872000629056293	16.955633967452897	8.743251342078097e-65	3.694331552990745e-64
AFF1	0.010192098120811753	16.79383839724184	1.3537674659867698e-63	5.704076401629648e-63
ADD1	0.009875210598280114	16.747903957581435	2.932841640124981e-63	1.2322864034138576e-62
PLXNB2	0.017514918532197898	16.710408396645505	5.503952571543262e-63	2.3061253791382384e-62
NFE2L2	0.013185394919583183	16.652967243567918	1.439816721627915e-62	6.015947304852012e-62
PODXL	0.016168844788213867	16.652685756650467	1.44660606082223e-62	6.0275252534259585e-62
WWC1	0.025728189845321804	16.62293426934188	2.377370992233406e-62	9.87827282091443e-62
MYC	0.01564362956495093	16.557142144188575	7.109462050451439e-62	2.9459096894135795e-61
HSPA9	0.018214672735758594	16.496339062876373	1.9491060994641957e-61	8.054157435802462e-61
SINHCAF	0.02027880780755524	16.440391367269267	4.9141098277637996e-61	2.0250452586938735e-60
RAN	0.02094408344514216	16.415356450880278	7.425306127623516e-61	3.0514956688863764e-60
KCNK15	0.02025648408494712	16.382639156822055	1.2722922111463725e-60	5.214312340763822e-60
PAM	0.014163113797288508	16.32047881760935	3.52899171435436e-60	1.4423671857034167e-59
CDCA2	0.032789293149988435	16.23199451115744	1.4978260418024376e-59	6.105269192129502e-59
CORO1C	0.009648475197158241	16.22239678112533	1.7512784159722714e-59	7.119017951106794e-59
TMEM98	0.01755222433732434	16.20110177255824	2.4765813660706554e-59	1.0040194727313468e-58
GJA1	0.018943816017241318	16.161026106664245	4.748383173502125e-59	1.919831471766358e-58
RMND1	0.022773451258690267	16.143416436472407	6.317486954984486e-59	2.5473737721711637e-58
CXCL16	0.017293376856016274	16.13087715713923	7.740303313783809e-59	3.1127225122454996e-58
NIPSNAP1	0.021911132966130675	16.052014491525906	2.7669174452338874e-58	1.1097262480884576e-57
ICAM1	0.01820612942778399	16.02513845209541	4.265034238983821e-58	1.7060136955935283e-57
NXF1	0.01001890659297956	15.976029924740866	9.386392061355181e-58	3.7445713010725457e-57
NRIP1	0.019346295707385695	15.972923379404362	9.865850972072704e-58	3.9254048960501475e-57
PABPC4	0.020196812160318964	15.886311799317065	3.941568635440212e-57	1.5641145378731e-56
IRS1	0.010214174732742977	15.851041713313258	6.913483813065227e-57	2.736207313878058e-56
PTK7	0.015084146057243022	15.700821935988424	7.4647555294108815e-56	2.946614024767453e-55
NOA1	0.023257862944638236	15.674857466899544	1.1236427951844648e-55	4.4237905322223025e-55
VCL	0.010810635457504342	15.667379868503444	1.263937165618143e-55	4.963104053474384e-55
REST	0.02258701131759553	15.565036251135451	6.289941871675968e-55	2.463423709533669e-54
CACYBP	0.019837475901658304	15.541591651428204	9.071051661540283e-55	3.5433795552891727e-54
ITGA3	0.018727635854116336	15.47999264507218	2.3676348868062245e-54	9.224551507037239e-54
SCPEP1	0.009343493289325744	15.461137426868769	3.173392485962125e-54	1.2331836085345042e-53
CRB2	0.022421331234985364	15.437051370045502	4.611048294912866e-54	1.7872280212840565e-53
BMPR2	0.012646923339504875	15.362211834336387	1.4669583410922716e-53	5.671230700098988e-53
PBX1	0.013445887497971357	15.347102208636892	1.851822126808684e-53	7.140702288465362e-53
MXRA7	0.012844246968503212	15.238034069028178	9.886542062196862e-53	3.802516177768024e-52
YES1	0.019957470406468263	15.190148375847322	2.054941723223003e-52	7.883408145356789e-52
GTF2I	0.012120319958602077	15.156908535830999	3.410248511215091e-52	1.3049420323527135e-51
PRR11	0.02336622786442221	15.105303038905639	7.470894939875287e-52	2.8514866182730104e-51
ZYX	0.009936341966372561	15.014894799425159	2.9327428401792e-51	1.1165264619971574e-50
MCM2	0.024013175480617367	14.961947249828574	6.508051283482275e-51	2.4714118798033957e-50
VEGFB	0.011651945842317078	14.934104551559898	9.885606078646791e-51	3.7445477570631783e-50
AHR	0.01474666260915839	14.878775974772472	2.2635306881948327e-50	8.552382952877202e-50
HNRNPM	0.01774419704470395	14.855858965781072	3.1872806343653845e-50	1.201236419986954e-49
ELAVL1	0.020674959014370765	14.698823929453322	3.279447664852165e-49	1.232875061974498e-48
CCT2	0.017921288564274898	14.680392709212947	4.304520555636605e-49	1.614195208363727e-48
POTEF	0.016177418518968402	14.610205469716357	1.2089383618930215e-48	4.522213323789357e-48
ITGB4	0.01623477606118887	14.608274097246973	1.2436983269727606e-48	4.6406653991520913e-48
DPM1	0.019358657836712628	14.605386237960005	1.2975369680944823e-48	4.8295420648678e-48
C1QBP	0.019548661245581824	14.588536420142468	1.661245653421102e-48	6.167991287454587e-48
CYLD	0.008735112432646821	14.581175272676466	1.850450389842599e-48	6.853519962379996e-48
STAU1	0.01698104968672443	14.465052723334113	1.0072528336779664e-47	3.721377464327462e-47
CDH1	0.021716921652403326	14.4182229298964	1.987222418945656e-47	7.323915548939765e-47
OPTN	0.010066846417536765	14.399422875615866	2.608869616596811e-47	9.591432413958863e-47
DDR1	0.019203590118188132	14.36462605150421	4.3135551522108117e-47	1.5819884421311044e-46
H2AFX	0.020100984526419098	14.265046440840443	1.8067565470856974e-46	6.610084928362308e-46
CLDN7	0.023051013433508478	14.242332068456472	2.501461458649485e-46	9.129421381932425e-46
THEMIS2	0.013755724350711068	14.196523552994652	4.813557734267835e-46	1.752508883835377e-45
PML	0.010097967946510383	14.122901249156898	1.3722762186326904e-45	4.984054062830595e-45
BMP2K	0.015945878142302382	14.09527372507073	2.030351497999174e-45	7.356346007243383e-45
PIK3R2	0.017836329353016784	14.083271570923731	2.4064533930975216e-45	8.69802431240068e-45
FOXM1	0.02506843870952142	14.01030171050145	6.741547633085082e-45	2.4308465023143327e-44
RAC1	0.012951469308860219	14.003937245159749	7.373460980344769e-45	2.6523240936491973e-44
CTLA4	0.004739421850376164	13.979583716881926	1.0384965683515717e-44	3.726662326620472e-44
CDC20	0.024913364462806384	13.949983540078057	1.573390042630876e-44	5.63266125046853e-44
FOXJ1	0.019595491888231918	13.928936259343907	2.113013295643608e-44	7.546476055870028e-44
PTPRF	0.017933448123679484	13.921246195212099	2.353130492769269e-44	8.38407538991426e-44
DAG1	0.02002389610191873	13.869954344917858	4.816904822187855e-44	1.7121699604933134e-43
ZFAND5	0.014919723383764882	13.867512339672414	4.983703967433119e-44	1.7672709104372765e-43
CFLAR	0.009445244446494461	13.827040345389193	8.753847296970631e-44	3.096879939966025e-43
