method_label	feature	clean_feature	immune_class	target	rho	p	n	p_adj	abs_ifcore
TIMER	Smooth_muscle_xCell	Smooth_muscle	Other	Cytotoxic_score			0		
TIMER	Smooth_muscle_xCell	Smooth_muscle	Other	Checkpoint_score			0		
TIMER	Tgd_cells_xCell	Tgd_cells	Other	IF_core_4marker_score			0		
TIMER	Tgd_cells_xCell	Tgd_cells	Other	mregDC_extended_score			0		
TIMER	Tgd_cells_xCell	Tgd_cells	Other	TLS_like_score			0		
TIMER	Tgd_cells_xCell	Tgd_cells	Other	Cytotoxic_score			0		
TIMER	Tgd_cells_xCell	Tgd_cells	Other	Checkpoint_score			0		
TIMER	Th1_cells_xCell	Th1_cells	T cells	IF_core_4marker_score			0		
TIMER	Th1_cells_xCell	Th1_cells	T cells	mregDC_extended_score			0		
TIMER	Th1_cells_xCell	Th1_cells	T cells	TLS_like_score			0		
TIMER	Th1_cells_xCell	Th1_cells	T cells	Cytotoxic_score			0		
TIMER	Th1_cells_xCell	Th1_cells	T cells	Checkpoint_score			0		
TIMER	Th2_cells_xCell	Th2_cells	T cells	IF_core_4marker_score			0		
TIMER	Th2_cells_xCell	Th2_cells	T cells	mregDC_extended_score			0		
TIMER	Th2_cells_xCell	Th2_cells	T cells	TLS_like_score			0		
TIMER	Th2_cells_xCell	Th2_cells	T cells	Cytotoxic_score			0		
TIMER	Th2_cells_xCell	Th2_cells	T cells	Checkpoint_score			0		
TIMER	Tregs_xCell	Tregs	T cells	IF_core_4marker_score			0		
TIMER	Tregs_xCell	Tregs	T cells	mregDC_extended_score			0		
TIMER	Tregs_xCell	Tregs	T cells	TLS_like_score			0		
TIMER	Tregs_xCell	Tregs	T cells	Cytotoxic_score			0		
TIMER	Tregs_xCell	Tregs	T cells	Checkpoint_score			0		
TIMER	ImmuneScore_xCell	ImmuneScore	Global score	IF_core_4marker_score			0		
TIMER	ImmuneScore_xCell	ImmuneScore	Global score	mregDC_extended_score			0		
TIMER	ImmuneScore_xCell	ImmuneScore	Global score	TLS_like_score			0		
TIMER	ImmuneScore_xCell	ImmuneScore	Global score	Cytotoxic_score			0		
TIMER	ImmuneScore_xCell	ImmuneScore	Global score	Checkpoint_score			0		
TIMER	StromaScore_xCell	StromaScore	Global score	IF_core_4marker_score			0		
TIMER	StromaScore_xCell	StromaScore	Global score	mregDC_extended_score			0		
TIMER	StromaScore_xCell	StromaScore	Global score	TLS_like_score			0		
TIMER	StromaScore_xCell	StromaScore	Global score	Cytotoxic_score			0		
TIMER	StromaScore_xCell	StromaScore	Global score	Checkpoint_score			0		
TIMER	MicroenvironmentScore_xCell	MicroenvironmentScore	Global score	IF_core_4marker_score			0		
TIMER	MicroenvironmentScore_xCell	MicroenvironmentScore	Global score	mregDC_extended_score			0		
TIMER	MicroenvironmentScore_xCell	MicroenvironmentScore	Global score	TLS_like_score			0		
TIMER	MicroenvironmentScore_xCell	MicroenvironmentScore	Global score	Cytotoxic_score			0		
TIMER	MicroenvironmentScore_xCell	MicroenvironmentScore	Global score	Checkpoint_score			0		
TIMER	Bcells_EPIC	Bcells	Other	IF_core_4marker_score			0		
TIMER	Bcells_EPIC	Bcells	Other	mregDC_extended_score			0		
TIMER	Bcells_EPIC	Bcells	Other	TLS_like_score			0		
TIMER	Bcells_EPIC	Bcells	Other	Cytotoxic_score			0		
TIMER	Bcells_EPIC	Bcells	Other	Checkpoint_score			0		
TIMER	CAFs_EPIC	CAFs	Stromal	IF_core_4marker_score			0		
TIMER	CAFs_EPIC	CAFs	Stromal	mregDC_extended_score			0		
TIMER	CAFs_EPIC	CAFs	Stromal	TLS_like_score			0		
TIMER	CAFs_EPIC	CAFs	Stromal	Cytotoxic_score			0		
TIMER	CAFs_EPIC	CAFs	Stromal	Checkpoint_score			0		
TIMER	CD4_Tcells_EPIC	CD4_Tcells	T cells	IF_core_4marker_score			0		
TIMER	CD4_Tcells_EPIC	CD4_Tcells	T cells	mregDC_extended_score			0		
TIMER	CD4_Tcells_EPIC	CD4_Tcells	T cells	TLS_like_score			0		
TIMER	CD4_Tcells_EPIC	CD4_Tcells	T cells	Cytotoxic_score			0		
TIMER	CD4_Tcells_EPIC	CD4_Tcells	T cells	Checkpoint_score			0		
TIMER	CD8_Tcells_EPIC	CD8_Tcells	Cytotoxic T/NK	IF_core_4marker_score			0		
TIMER	CD8_Tcells_EPIC	CD8_Tcells	Cytotoxic T/NK	mregDC_extended_score			0		
TIMER	CD8_Tcells_EPIC	CD8_Tcells	Cytotoxic T/NK	TLS_like_score			0		
TIMER	CD8_Tcells_EPIC	CD8_Tcells	Cytotoxic T/NK	Cytotoxic_score			0		
TIMER	CD8_Tcells_EPIC	CD8_Tcells	Cytotoxic T/NK	Checkpoint_score			0		
TIMER	Endothelial_EPIC	Endothelial	Stromal	IF_core_4marker_score			0		
TIMER	Endothelial_EPIC	Endothelial	Stromal	mregDC_extended_score			0		
TIMER	Endothelial_EPIC	Endothelial	Stromal	TLS_like_score			0		
TIMER	Endothelial_EPIC	Endothelial	Stromal	Cytotoxic_score			0		
TIMER	Endothelial_EPIC	Endothelial	Stromal	Checkpoint_score			0		
TIMER	Macrophages_EPIC	Macrophages	APC/myeloid	IF_core_4marker_score			0		
TIMER	Macrophages_EPIC	Macrophages	APC/myeloid	mregDC_extended_score			0		
TIMER	Macrophages_EPIC	Macrophages	APC/myeloid	TLS_like_score			0		
TIMER	Macrophages_EPIC	Macrophages	APC/myeloid	Cytotoxic_score			0		
TIMER	Macrophages_EPIC	Macrophages	APC/myeloid	Checkpoint_score			0		
TIMER	NKcells_EPIC	NKcells	Cytotoxic T/NK	IF_core_4marker_score			0		
TIMER	NKcells_EPIC	NKcells	Cytotoxic T/NK	mregDC_extended_score			0		
TIMER	NKcells_EPIC	NKcells	Cytotoxic T/NK	TLS_like_score			0		
TIMER	NKcells_EPIC	NKcells	Cytotoxic T/NK	Cytotoxic_score			0		
TIMER	NKcells_EPIC	NKcells	Cytotoxic T/NK	Checkpoint_score			0		
TIMER	otherCells_EPIC	otherCells	Other	IF_core_4marker_score			0		
TIMER	otherCells_EPIC	otherCells	Other	mregDC_extended_score			0		
TIMER	otherCells_EPIC	otherCells	Other	TLS_like_score			0		
TIMER	otherCells_EPIC	otherCells	Other	Cytotoxic_score			0		
TIMER	otherCells_EPIC	otherCells	Other	Checkpoint_score			0		
TIMER	StromalScore_estimate	StromalScore	Stromal	IF_core_4marker_score			0		
TIMER	StromalScore_estimate	StromalScore	Stromal	mregDC_extended_score			0		
TIMER	StromalScore_estimate	StromalScore	Stromal	TLS_like_score			0		
TIMER	StromalScore_estimate	StromalScore	Stromal	Cytotoxic_score			0		
TIMER	StromalScore_estimate	StromalScore	Stromal	Checkpoint_score			0		
TIMER	ImmuneScore_estimate	ImmuneScore	Global score	IF_core_4marker_score			0		
TIMER	ImmuneScore_estimate	ImmuneScore	Global score	mregDC_extended_score			0		
TIMER	ImmuneScore_estimate	ImmuneScore	Global score	TLS_like_score			0		
TIMER	ImmuneScore_estimate	ImmuneScore	Global score	Cytotoxic_score			0		
TIMER	ImmuneScore_estimate	ImmuneScore	Global score	Checkpoint_score			0		
TIMER	ESTIMATEScore_estimate	ESTIMATEScore	Global score	IF_core_4marker_score			0		
TIMER	ESTIMATEScore_estimate	ESTIMATEScore	Global score	mregDC_extended_score			0		
TIMER	ESTIMATEScore_estimate	ESTIMATEScore	Global score	TLS_like_score			0		
TIMER	ESTIMATEScore_estimate	ESTIMATEScore	Global score	Cytotoxic_score			0		
TIMER	ESTIMATEScore_estimate	ESTIMATEScore	Global score	Checkpoint_score			0		
TIMER	TumorPurity_estimate	TumorPurity	Global score	IF_core_4marker_score			0		
TIMER	TumorPurity_estimate	TumorPurity	Global score	mregDC_extended_score			0		
TIMER	TumorPurity_estimate	TumorPurity	Global score	TLS_like_score			0		
TIMER	TumorPurity_estimate	TumorPurity	Global score	Cytotoxic_score			0		
TIMER	TumorPurity_estimate	TumorPurity	Global score	Checkpoint_score			0		
TIMER	MHC_IPS	MHC	APC/myeloid	IF_core_4marker_score			0		
TIMER	MHC_IPS	MHC	APC/myeloid	mregDC_extended_score			0		
TIMER	MHC_IPS	MHC	APC/myeloid	TLS_like_score			0		
TIMER	MHC_IPS	MHC	APC/myeloid	Cytotoxic_score			0		
TIMER	MHC_IPS	MHC	APC/myeloid	Checkpoint_score			0		
TIMER	EC_IPS	EC	Other	IF_core_4marker_score			0		
TIMER	EC_IPS	EC	Other	mregDC_extended_score			0		
TIMER	EC_IPS	EC	Other	TLS_like_score			0		
TIMER	EC_IPS	EC	Other	Cytotoxic_score			0		
TIMER	EC_IPS	EC	Other	Checkpoint_score			0		
TIMER	SC_IPS	SC	Other	IF_core_4marker_score			0		
TIMER	SC_IPS	SC	Other	mregDC_extended_score			0		
TIMER	SC_IPS	SC	Other	TLS_like_score			0		
TIMER	SC_IPS	SC	Other	Cytotoxic_score			0		
TIMER	SC_IPS	SC	Other	Checkpoint_score			0		
TIMER	CP_IPS	CP	Other	IF_core_4marker_score			0		
TIMER	CP_IPS	CP	Other	mregDC_extended_score			0		
TIMER	CP_IPS	CP	Other	TLS_like_score			0		
TIMER	CP_IPS	CP	Other	Cytotoxic_score			0		
TIMER	CP_IPS	CP	Other	Checkpoint_score			0		
TIMER	AZ_IPS	AZ	Other	IF_core_4marker_score			0		
TIMER	AZ_IPS	AZ	Other	mregDC_extended_score			0		
TIMER	AZ_IPS	AZ	Other	TLS_like_score			0		
TIMER	AZ_IPS	AZ	Other	Cytotoxic_score			0		
TIMER	AZ_IPS	AZ	Other	Checkpoint_score			0		
TIMER	IPS_IPS	IPS	Global score	IF_core_4marker_score			0		
TIMER	IPS_IPS	IPS	Global score	mregDC_extended_score			0		
TIMER	IPS_IPS	IPS	Global score	TLS_like_score			0		
TIMER	IPS_IPS	IPS	Global score	Cytotoxic_score			0		
TIMER	IPS_IPS	IPS	Global score	Checkpoint_score			0		
TIMER	B_cell	B	Other	IF_core_4marker_score	0.349213500638185	1.08440903519076e-13	427	3.80649702148592e-13	0.349213500638185
TIMER	B_cell	B	Other	mregDC_extended_score	0.30596185805429	1.05115360588662e-10	427	2.73937000321967e-10	0.349213500638185
TIMER	B_cell	B	Other	TLS_like_score	0.175228032028325	0.000274247943154017	427	0.000574567927217004	0.349213500638185
TIMER	B_cell	B	Other	Cytotoxic_score	0.241519815468152	4.39275032359438e-07	427	1.18055164946599e-06	0.349213500638185
TIMER	B_cell	B	Other	Checkpoint_score	0.283548162767475	2.44761179777384e-09	427	6.68236871773174e-09	0.349213500638185
TIMER	T_cell.CD4	T_cell.CD4	T cells	IF_core_4marker_score	0.282637154420207	2.76577460426329e-09	427	7.20777624141342e-09	0.282637154420207
TIMER	T_cell.CD4	T_cell.CD4	T cells	mregDC_extended_score	0.29346210145283	6.29059070598939e-10	427	1.56808927743504e-09	0.282637154420207
TIMER	T_cell.CD4	T_cell.CD4	T cells	TLS_like_score	0.224396564171168	2.82445723105255e-06	427	6.8423470949442e-06	0.282637154420207
TIMER	T_cell.CD4	T_cell.CD4	T cells	Cytotoxic_score	0.101714088025706	0.0356314437738376	427	0.0589289262413469	0.282637154420207
TIMER	T_cell.CD4	T_cell.CD4	T cells	Checkpoint_score	0.204800204814	2.00018047682215e-05	427	4.4106543847873e-05	0.282637154420207
TIMER	T_cell.CD8	T_cell.CD8	Cytotoxic T/NK	IF_core_4marker_score	0.412638857997855	5.50901050916616e-19	427	2.49355212520152e-18	0.412638857997855
TIMER	T_cell.CD8	T_cell.CD8	Cytotoxic T/NK	mregDC_extended_score	0.403684558465173	3.62916633084793e-18	427	1.45166653233917e-17	0.412638857997855
TIMER	T_cell.CD8	T_cell.CD8	Cytotoxic T/NK	TLS_like_score	0.287104646497614	1.51253841966344e-09	427	4.40943403698493e-09	0.412638857997855
TIMER	T_cell.CD8	T_cell.CD8	Cytotoxic T/NK	Cytotoxic_score	0.461704085170024	6.22394123457184e-24	427	3.34536841358237e-23	0.412638857997855
TIMER	T_cell.CD8	T_cell.CD8	Cytotoxic T/NK	Checkpoint_score	0.447516451178824	2.03267320144977e-22	427	8.96461001665026e-22	0.412638857997855
TIMER	Neutrophil	Neutrophil	Granulocyte/mast	IF_core_4marker_score	0.715575512212235	0	427	0	0.715575512212235
TIMER	Neutrophil	Neutrophil	Granulocyte/mast	mregDC_extended_score	0.710966580854824	0	427	0	0.715575512212235
TIMER	Neutrophil	Neutrophil	Granulocyte/mast	TLS_like_score	0.459029032475842	0	427	0	0.715575512212235
TIMER	Neutrophil	Neutrophil	Granulocyte/mast	Cytotoxic_score	0.551193941648975	0	427	0	0.715575512212235
TIMER	Neutrophil	Neutrophil	Granulocyte/mast	Checkpoint_score	0.678429239447717	0	427	0	0.715575512212235
TIMER	Macrophage	Macrophage	APC/myeloid	IF_core_4marker_score	0.333521752163108	1.49152268463146e-12	427	4.75077595845576e-12	0.333521752163108
TIMER	Macrophage	Macrophage	APC/myeloid	mregDC_extended_score	0.332980382964223	1.62842497576439e-12	427	4.66815159719125e-12	0.333521752163108
TIMER	Macrophage	Macrophage	APC/myeloid	TLS_like_score	0.206654696641368	1.67483616632434e-05	427	3.84095760810382e-05	0.333521752163108
TIMER	Macrophage	Macrophage	APC/myeloid	Cytotoxic_score	0.15887440385824	0.000986668327603822	427	0.00192848809486202	0.333521752163108
TIMER	Macrophage	Macrophage	APC/myeloid	Checkpoint_score	0.283583895977716	2.4358854199705e-09	427	6.68236871773174e-09	0.333521752163108
TIMER	DC	DC	APC/myeloid	IF_core_4marker_score	0.75267585288042	0	427	0	0.75267585288042
TIMER	DC	DC	APC/myeloid	mregDC_extended_score	0.742454265966567	0	427	0	0.75267585288042
TIMER	DC	DC	APC/myeloid	TLS_like_score	0.431132682412847	0	427	0	0.75267585288042
TIMER	DC	DC	APC/myeloid	Cytotoxic_score	0.561403351933263	0	427	0	0.75267585288042
TIMER	DC	DC	APC/myeloid	Checkpoint_score	0.659382062252479	0	427	0	0.75267585288042
TIMER	Monocytes C	Monocytes C	APC/myeloid	IF_core_4marker_score			0		
TIMER	Monocytes C	Monocytes C	APC/myeloid	mregDC_extended_score			0		
TIMER	Monocytes C	Monocytes C	APC/myeloid	TLS_like_score			0		
TIMER	Monocytes C	Monocytes C	APC/myeloid	Cytotoxic_score			0		
TIMER	Monocytes C	Monocytes C	APC/myeloid	Checkpoint_score			0		
TIMER	NK	NK	Cytotoxic T/NK	IF_core_4marker_score			0		
TIMER	NK	NK	Cytotoxic T/NK	mregDC_extended_score			0		
TIMER	NK	NK	Cytotoxic T/NK	TLS_like_score			0		
TIMER	NK	NK	Cytotoxic T/NK	Cytotoxic_score			0		
TIMER	NK	NK	Cytotoxic T/NK	Checkpoint_score			0		
TIMER	T CD8 Memory	T CD8 Memory	Cytotoxic T/NK	IF_core_4marker_score			0		
TIMER	T CD8 Memory	T CD8 Memory	Cytotoxic T/NK	mregDC_extended_score			0		
TIMER	T CD8 Memory	T CD8 Memory	Cytotoxic T/NK	TLS_like_score			0		
TIMER	T CD8 Memory	T CD8 Memory	Cytotoxic T/NK	Cytotoxic_score			0		
TIMER	T CD8 Memory	T CD8 Memory	Cytotoxic T/NK	Checkpoint_score			0		
TIMER	T CD4 Naive	T CD4 Naive	T cells	IF_core_4marker_score			0		
TIMER	T CD4 Naive	T CD4 Naive	T cells	mregDC_extended_score			0		
TIMER	T CD4 Naive	T CD4 Naive	T cells	TLS_like_score			0		
TIMER	T CD4 Naive	T CD4 Naive	T cells	Cytotoxic_score			0		
TIMER	T CD4 Naive	T CD4 Naive	T cells	Checkpoint_score			0		
TIMER	T CD8 Naive	T CD8 Naive	Cytotoxic T/NK	IF_core_4marker_score			0		
TIMER	T CD8 Naive	T CD8 Naive	Cytotoxic T/NK	mregDC_extended_score			0		
TIMER	T CD8 Naive	T CD8 Naive	Cytotoxic T/NK	TLS_like_score			0		
TIMER	T CD8 Naive	T CD8 Naive	Cytotoxic T/NK	Cytotoxic_score			0		
TIMER	T CD8 Naive	T CD8 Naive	Cytotoxic T/NK	Checkpoint_score			0		
TIMER	B Naive	B Naive	T cells	IF_core_4marker_score			0		
TIMER	B Naive	B Naive	T cells	mregDC_extended_score			0		
TIMER	B Naive	B Naive	T cells	TLS_like_score			0		
TIMER	B Naive	B Naive	T cells	Cytotoxic_score			0		
TIMER	B Naive	B Naive	T cells	Checkpoint_score			0		
TIMER	T CD4 Memory	T CD4 Memory	T cells	IF_core_4marker_score			0		
TIMER	T CD4 Memory	T CD4 Memory	T cells	mregDC_extended_score			0		
TIMER	T CD4 Memory	T CD4 Memory	T cells	TLS_like_score			0		
TIMER	T CD4 Memory	T CD4 Memory	T cells	Cytotoxic_score			0		
TIMER	T CD4 Memory	T CD4 Memory	T cells	Checkpoint_score			0		
TIMER	MAIT	MAIT	Other	IF_core_4marker_score			0		
TIMER	MAIT	MAIT	Other	mregDC_extended_score			0		
TIMER	MAIT	MAIT	Other	TLS_like_score			0		
TIMER	MAIT	MAIT	Other	Cytotoxic_score			0		
TIMER	MAIT	MAIT	Other	Checkpoint_score			0		
TIMER	T gd Vd2	T gd Vd2	Other	IF_core_4marker_score			0		
TIMER	T gd Vd2	T gd Vd2	Other	mregDC_extended_score			0		
TIMER	T gd Vd2	T gd Vd2	Other	TLS_like_score			0		
TIMER	T gd Vd2	T gd Vd2	Other	Cytotoxic_score			0		
TIMER	T gd Vd2	T gd Vd2	Other	Checkpoint_score			0		
TIMER	Neutrophils LD	Neutrophils LD	Granulocyte/mast	IF_core_4marker_score			0		
TIMER	Neutrophils LD	Neutrophils LD	Granulocyte/mast	mregDC_extended_score			0		
TIMER	Neutrophils LD	Neutrophils LD	Granulocyte/mast	TLS_like_score			0		
TIMER	Neutrophils LD	Neutrophils LD	Granulocyte/mast	Cytotoxic_score			0		
TIMER	Neutrophils LD	Neutrophils LD	Granulocyte/mast	Checkpoint_score			0		
TIMER	T gd non-Vd2	T gd non-Vd2	Other	IF_core_4marker_score			0		
TIMER	T gd non-Vd2	T gd non-Vd2	Other	mregDC_extended_score			0		
TIMER	T gd non-Vd2	T gd non-Vd2	Other	TLS_like_score			0		
TIMER	T gd non-Vd2	T gd non-Vd2	Other	Cytotoxic_score			0		
TIMER	T gd non-Vd2	T gd non-Vd2	Other	Checkpoint_score			0		
TIMER	Basophils LD	Basophils LD	Other	IF_core_4marker_score			0		
TIMER	Basophils LD	Basophils LD	Other	mregDC_extended_score			0		
TIMER	Basophils LD	Basophils LD	Other	TLS_like_score			0		
TIMER	Basophils LD	Basophils LD	Other	Cytotoxic_score			0		
TIMER	Basophils LD	Basophils LD	Other	Checkpoint_score			0		
TIMER	Monocytes NC+I	Monocytes NC+I	APC/myeloid	IF_core_4marker_score			0		
TIMER	Monocytes NC+I	Monocytes NC+I	APC/myeloid	mregDC_extended_score			0		
TIMER	Monocytes NC+I	Monocytes NC+I	APC/myeloid	TLS_like_score			0		
TIMER	Monocytes NC+I	Monocytes NC+I	APC/myeloid	Cytotoxic_score			0		
TIMER	Monocytes NC+I	Monocytes NC+I	APC/myeloid	Checkpoint_score			0		
TIMER	B Memory	B Memory	T cells	IF_core_4marker_score			0		
TIMER	B Memory	B Memory	T cells	mregDC_extended_score			0		
TIMER	B Memory	B Memory	T cells	TLS_like_score			0		
TIMER	B Memory	B Memory	T cells	Cytotoxic_score			0		
TIMER	B Memory	B Memory	T cells	Checkpoint_score			0		
TIMER	mDCs	mDCs	Other	IF_core_4marker_score			0		
TIMER	mDCs	mDCs	Other	mregDC_extended_score			0		
TIMER	mDCs	mDCs	Other	TLS_like_score			0		
TIMER	mDCs	mDCs	Other	Cytotoxic_score			0		
TIMER	mDCs	mDCs	Other	Checkpoint_score			0		
TIMER	pDCs	pDCs	Other	IF_core_4marker_score			0		
TIMER	pDCs	pDCs	Other	mregDC_extended_score			0		
TIMER	pDCs	pDCs	Other	TLS_like_score			0		
TIMER	pDCs	pDCs	Other	Cytotoxic_score			0		
TIMER	pDCs	pDCs	Other	Checkpoint_score			0		
TIMER	Plasmablasts	Plasmablasts	B/plasma	IF_core_4marker_score			0		
TIMER	Plasmablasts	Plasmablasts	B/plasma	mregDC_extended_score			0		
TIMER	Plasmablasts	Plasmablasts	B/plasma	TLS_like_score			0		
TIMER	Plasmablasts	Plasmablasts	B/plasma	Cytotoxic_score			0		
TIMER	Plasmablasts	Plasmablasts	B/plasma	Checkpoint_score			0		
xCell	B_cells_quantiseq	B_cells	APC/myeloid	IF_core_4marker_score			0		
xCell	B_cells_quantiseq	B_cells	APC/myeloid	mregDC_extended_score			0		
xCell	B_cells_quantiseq	B_cells	APC/myeloid	TLS_like_score			0		
xCell	B_cells_quantiseq	B_cells	APC/myeloid	Cytotoxic_score			0		
xCell	B_cells_quantiseq	B_cells	APC/myeloid	Checkpoint_score			0		
xCell	Macrophages_M1_quantiseq	Macrophages_M1	APC/myeloid	IF_core_4marker_score			0		
xCell	Macrophages_M1_quantiseq	Macrophages_M1	APC/myeloid	mregDC_extended_score			0		
xCell	Macrophages_M1_quantiseq	Macrophages_M1	APC/myeloid	TLS_like_score			0		
xCell	Macrophages_M1_quantiseq	Macrophages_M1	APC/myeloid	Cytotoxic_score			0		
xCell	Macrophages_M1_quantiseq	Macrophages_M1	APC/myeloid	Checkpoint_score			0		
xCell	Macrophages_M2_quantiseq	Macrophages_M2	APC/myeloid	IF_core_4marker_score			0		
xCell	Macrophages_M2_quantiseq	Macrophages_M2	APC/myeloid	mregDC_extended_score			0		
xCell	Macrophages_M2_quantiseq	Macrophages_M2	APC/myeloid	TLS_like_score			0		
xCell	Macrophages_M2_quantiseq	Macrophages_M2	APC/myeloid	Cytotoxic_score			0		
xCell	Macrophages_M2_quantiseq	Macrophages_M2	APC/myeloid	Checkpoint_score			0		
xCell	Monocytes_quantiseq	Monocytes	APC/myeloid	IF_core_4marker_score			0		
xCell	Monocytes_quantiseq	Monocytes	APC/myeloid	mregDC_extended_score			0		
xCell	Monocytes_quantiseq	Monocytes	APC/myeloid	TLS_like_score			0		
xCell	Monocytes_quantiseq	Monocytes	APC/myeloid	Cytotoxic_score			0		
xCell	Monocytes_quantiseq	Monocytes	APC/myeloid	Checkpoint_score			0		
xCell	Neutrophils_quantiseq	Neutrophils	Granulocyte/mast	IF_core_4marker_score			0		
xCell	Neutrophils_quantiseq	Neutrophils	Granulocyte/mast	mregDC_extended_score			0		
xCell	Neutrophils_quantiseq	Neutrophils	Granulocyte/mast	TLS_like_score			0		
xCell	Neutrophils_quantiseq	Neutrophils	Granulocyte/mast	Cytotoxic_score			0		
xCell	Neutrophils_quantiseq	Neutrophils	Granulocyte/mast	Checkpoint_score			0		
xCell	NK_cells_quantiseq	NK_cells	Cytotoxic T/NK	IF_core_4marker_score			0		
xCell	NK_cells_quantiseq	NK_cells	Cytotoxic T/NK	mregDC_extended_score			0		
xCell	NK_cells_quantiseq	NK_cells	Cytotoxic T/NK	TLS_like_score			0		
xCell	NK_cells_quantiseq	NK_cells	Cytotoxic T/NK	Cytotoxic_score			0		
xCell	NK_cells_quantiseq	NK_cells	Cytotoxic T/NK	Checkpoint_score			0		
xCell	T_cells_CD4_quantiseq	T_cells_CD4	T cells	IF_core_4marker_score			0		
xCell	T_cells_CD4_quantiseq	T_cells_CD4	T cells	mregDC_extended_score			0		
xCell	T_cells_CD4_quantiseq	T_cells_CD4	T cells	TLS_like_score			0		
xCell	T_cells_CD4_quantiseq	T_cells_CD4	T cells	Cytotoxic_score			0		
xCell	T_cells_CD4_quantiseq	T_cells_CD4	T cells	Checkpoint_score			0		
xCell	T_cells_CD8_quantiseq	T_cells_CD8	Cytotoxic T/NK	IF_core_4marker_score			0		
xCell	T_cells_CD8_quantiseq	T_cells_CD8	Cytotoxic T/NK	mregDC_extended_score			0		
xCell	T_cells_CD8_quantiseq	T_cells_CD8	Cytotoxic T/NK	TLS_like_score			0		
xCell	T_cells_CD8_quantiseq	T_cells_CD8	Cytotoxic T/NK	Cytotoxic_score			0		
xCell	T_cells_CD8_quantiseq	T_cells_CD8	Cytotoxic T/NK	Checkpoint_score			0		
xCell	Tregs_quantiseq	Tregs	T cells	IF_core_4marker_score			0		
xCell	Tregs_quantiseq	Tregs	T cells	mregDC_extended_score			0		
xCell	Tregs_quantiseq	Tregs	T cells	TLS_like_score			0		
xCell	Tregs_quantiseq	Tregs	T cells	Cytotoxic_score			0		
xCell	Tregs_quantiseq	Tregs	T cells	Checkpoint_score			0		
xCell	Dendritic_cells_quantiseq	Dendritic_cells	APC/myeloid	IF_core_4marker_score			0		
xCell	Dendritic_cells_quantiseq	Dendritic_cells	APC/myeloid	mregDC_extended_score			0		
xCell	Dendritic_cells_quantiseq	Dendritic_cells	APC/myeloid	TLS_like_score			0		
xCell	Dendritic_cells_quantiseq	Dendritic_cells	APC/myeloid	Cytotoxic_score			0		
xCell	Dendritic_cells_quantiseq	Dendritic_cells	APC/myeloid	Checkpoint_score			0		
xCell	Other_quantiseq	Other	Other	IF_core_4marker_score			0		
xCell	Other_quantiseq	Other	Other	mregDC_extended_score			0		
xCell	Other_quantiseq	Other	Other	TLS_like_score			0		
xCell	Other_quantiseq	Other	Other	Cytotoxic_score			0		
xCell	Other_quantiseq	Other	Other	Checkpoint_score			0		
xCell	B_cells_naive_CIBERSORT	B_cells_naive	APC/myeloid	IF_core_4marker_score			0		
xCell	B_cells_naive_CIBERSORT	B_cells_naive	APC/myeloid	mregDC_extended_score			0		
xCell	B_cells_naive_CIBERSORT	B_cells_naive	APC/myeloid	TLS_like_score			0		
xCell	B_cells_naive_CIBERSORT	B_cells_naive	APC/myeloid	Cytotoxic_score			0		
xCell	B_cells_naive_CIBERSORT	B_cells_naive	APC/myeloid	Checkpoint_score			0		
xCell	B_cells_memory_CIBERSORT	B_cells_memory	APC/myeloid	IF_core_4marker_score			0		
xCell	B_cells_memory_CIBERSORT	B_cells_memory	APC/myeloid	mregDC_extended_score			0		
xCell	B_cells_memory_CIBERSORT	B_cells_memory	APC/myeloid	TLS_like_score			0		
xCell	B_cells_memory_CIBERSORT	B_cells_memory	APC/myeloid	Cytotoxic_score			0		
xCell	B_cells_memory_CIBERSORT	B_cells_memory	APC/myeloid	Checkpoint_score			0		
xCell	Plasma_cells_CIBERSORT	Plasma_cells	B/plasma	IF_core_4marker_score			0		
xCell	Plasma_cells_CIBERSORT	Plasma_cells	B/plasma	mregDC_extended_score			0		
xCell	Plasma_cells_CIBERSORT	Plasma_cells	B/plasma	TLS_like_score			0		
xCell	Plasma_cells_CIBERSORT	Plasma_cells	B/plasma	Cytotoxic_score			0		
xCell	Plasma_cells_CIBERSORT	Plasma_cells	B/plasma	Checkpoint_score			0		
xCell	T_cells_CD8_CIBERSORT	T_cells_CD8	Cytotoxic T/NK	IF_core_4marker_score			0		
xCell	T_cells_CD8_CIBERSORT	T_cells_CD8	Cytotoxic T/NK	mregDC_extended_score			0		
xCell	T_cells_CD8_CIBERSORT	T_cells_CD8	Cytotoxic T/NK	TLS_like_score			0		
xCell	T_cells_CD8_CIBERSORT	T_cells_CD8	Cytotoxic T/NK	Cytotoxic_score			0		
xCell	T_cells_CD8_CIBERSORT	T_cells_CD8	Cytotoxic T/NK	Checkpoint_score			0		
xCell	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_naive	T cells	IF_core_4marker_score			0		
xCell	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_naive	T cells	mregDC_extended_score			0		
xCell	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_naive	T cells	TLS_like_score			0		
xCell	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_naive	T cells	Cytotoxic_score			0		
xCell	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_naive	T cells	Checkpoint_score			0		
