dataset,dataset_label,sample_id,sample_short,marker,available,evidence_source,nonmissing_spots_or_cells,positive_spots_or_cells,note
10x_human_ovarian_cancer_ffpe_visium,10x Visium,10x_human_ovarian_cancer_ffpe_visium,10x_human_ovarian_cancer_ffpe_visium,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
10x_human_ovarian_cancer_ffpe_visium,10x Visium,10x_human_ovarian_cancer_ffpe_visium,10x_human_ovarian_cancer_ffpe_visium,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
10x_human_ovarian_cancer_ffpe_visium,10x Visium,10x_human_ovarian_cancer_ffpe_visium,10x_human_ovarian_cancer_ffpe_visium,LAMP3,True,coverage_table+spot_expression_column,3455.0,1711.0,
10x_human_ovarian_cancer_ffpe_visium,10x Visium,10x_human_ovarian_cancer_ffpe_visium,10x_human_ovarian_cancer_ffpe_visium,CCR7,True,coverage_table+spot_expression_column,3455.0,828.0,
10x_human_ovarian_cancer_ffpe_visium,10x Visium,10x_human_ovarian_cancer_ffpe_visium,10x_human_ovarian_cancer_ffpe_visium,CD40,True,coverage_table+spot_expression_column,3455.0,2903.0,
10x_human_ovarian_cancer_ffpe_visium,10x Visium,10x_human_ovarian_cancer_ffpe_visium,10x_human_ovarian_cancer_ffpe_visium,CD80,True,coverage_table+spot_expression_column,3455.0,1034.0,
10x_human_ovarian_cancer_ffpe_visium,10x Visium,10x_human_ovarian_cancer_ffpe_visium,10x_human_ovarian_cancer_ffpe_visium,CD86,True,coverage_table+spot_expression_column,3455.0,2436.0,
10x_human_ovarian_cancer_ffpe_visium,10x Visium,10x_human_ovarian_cancer_ffpe_visium,10x_human_ovarian_cancer_ffpe_visium,CD274,True,coverage_table+spot_expression_column,3455.0,1420.0,
10x_human_ovarian_cancer_ffpe_visium,10x Visium,10x_human_ovarian_cancer_ffpe_visium,10x_human_ovarian_cancer_ffpe_visium,PDCD1LG2,True,coverage_table+spot_expression_column,3455.0,1781.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,ITGAX,True,coverage_table+spot_expression_column,1289.0,933.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE211956,GSE211956,GSM6506114_SP5,SP5,HLA-DRA,True,coverage_table+spot_expression_column,1289.0,1266.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,CD74,True,coverage_table+spot_expression_column,1289.0,1288.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,LAMP3,True,coverage_table+spot_expression_column,1289.0,78.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,CCR7,True,coverage_table+spot_expression_column,1289.0,73.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,CD40,True,coverage_table+spot_expression_column,1289.0,438.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,CD80,True,coverage_table+spot_expression_column,1289.0,47.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,CD86,True,coverage_table+spot_expression_column,1289.0,486.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,CD274,True,coverage_table+spot_expression_column,1289.0,156.0,
GSE211956,GSE211956,GSM6506114_SP5,SP5,PDCD1LG2,True,coverage_table+spot_expression_column,1289.0,139.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,ITGAX,True,coverage_table+spot_expression_column,1786.0,24.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE211956,GSE211956,GSM6506113_SP4,SP4,HLA-DRA,True,coverage_table+spot_expression_column,1786.0,1316.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,CD74,True,coverage_table+spot_expression_column,1786.0,1723.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,LAMP3,True,coverage_table+spot_expression_column,1786.0,34.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,CCR7,True,coverage_table+spot_expression_column,1786.0,4.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,CD40,True,coverage_table+spot_expression_column,1786.0,148.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,CD80,True,coverage_table+spot_expression_column,1786.0,1.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,CD86,True,coverage_table+spot_expression_column,1786.0,13.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,CD274,True,coverage_table+spot_expression_column,1786.0,25.0,
GSE211956,GSE211956,GSM6506113_SP4,SP4,PDCD1LG2,True,coverage_table+spot_expression_column,1786.0,8.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,ITGAX,True,coverage_table+spot_expression_column,1166.0,511.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE211956,GSE211956,GSM6506111_SP2,SP2,HLA-DRA,True,coverage_table+spot_expression_column,1166.0,1163.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,CD74,True,coverage_table+spot_expression_column,1166.0,1164.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,LAMP3,True,coverage_table+spot_expression_column,1166.0,142.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,CCR7,True,coverage_table+spot_expression_column,1166.0,102.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,CD40,True,coverage_table+spot_expression_column,1166.0,296.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,CD80,True,coverage_table+spot_expression_column,1166.0,8.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,CD86,True,coverage_table+spot_expression_column,1166.0,204.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,CD274,True,coverage_table+spot_expression_column,1166.0,73.0,
GSE211956,GSE211956,GSM6506111_SP2,SP2,PDCD1LG2,True,coverage_table+spot_expression_column,1166.0,62.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,ITGAX,True,coverage_table+spot_expression_column,1892.0,119.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE211956,GSE211956,GSM6506117_SP8,SP8,HLA-DRA,True,coverage_table+spot_expression_column,1892.0,1453.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,CD74,True,coverage_table+spot_expression_column,1892.0,1805.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,LAMP3,True,coverage_table+spot_expression_column,1892.0,37.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,CCR7,True,coverage_table+spot_expression_column,1892.0,18.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,CD40,True,coverage_table+spot_expression_column,1892.0,304.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,CD80,True,coverage_table+spot_expression_column,1892.0,3.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,CD86,True,coverage_table+spot_expression_column,1892.0,48.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,CD274,True,coverage_table+spot_expression_column,1892.0,29.0,
GSE211956,GSE211956,GSM6506117_SP8,SP8,PDCD1LG2,True,coverage_table+spot_expression_column,1892.0,24.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,ITGAX,True,coverage_table+spot_expression_column,1064.0,231.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE211956,GSE211956,GSM6506115_SP6,SP6,HLA-DRA,True,coverage_table+spot_expression_column,1064.0,1027.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,CD74,True,coverage_table+spot_expression_column,1064.0,1051.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,LAMP3,True,coverage_table+spot_expression_column,1064.0,113.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,CCR7,True,coverage_table+spot_expression_column,1064.0,33.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,CD40,True,coverage_table+spot_expression_column,1064.0,259.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,CD80,True,coverage_table+spot_expression_column,1064.0,10.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,CD86,True,coverage_table+spot_expression_column,1064.0,139.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,CD274,True,coverage_table+spot_expression_column,1064.0,65.0,
GSE211956,GSE211956,GSM6506115_SP6,SP6,PDCD1LG2,True,coverage_table+spot_expression_column,1064.0,79.0,
GSE211956,GSE211956,GSM6506112_SP3,SP3,ITGAX,True,coverage_table+spot_expression_column,923.0,64.0,
GSE211956,GSE211956,GSM6506112_SP3,SP3,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE211956,GSE211956,GSM6506112_SP3,SP3,HLA-DRA,True,coverage_table+spot_expression_column,923.0,827.0,
GSE211956,GSE211956,GSM6506112_SP3,SP3,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506112_SP3,SP3,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506112_SP3,SP3,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506112_SP3,SP3,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE211956,GSE211956,GSM6506112_SP3,SP3,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
