dataset,sample_id,TLS_decile,n_spots,median_TLS_integrated,median_mregDC,median_antigen_presentation_MHCII,mregDC_high_fraction,antigen_presentation_MHCII_high_fraction,TLS_mregDC_cohigh_fraction
GSE288483,GSM8768682_Pt1-4,8,139,0.277169289570426,0.0406448524231679,0.0995452998503079,0.122302158273381,0.122302158273381,0
GSE288483,GSM8768682_Pt1-4,9,139,0.649468246813959,0.0842822920977271,0.183236299121372,0.100719424460432,0.179856115107914,0
GSE288483,GSM8768682_Pt1-4,10,139,1.64153880071405,0.210003863486389,0.44962024919146,0.381294964028777,0.381294964028777,0.381294964028777
GSE288483,GSM8768683_Pt2-1,1,184,-1.00827418620145,-0.139769871099634,-0.178123440214263,0.0108695652173913,0.0434782608695652,0
GSE288483,GSM8768683_Pt2-1,2,184,-0.746791459188769,-0.082229324034652,-0.106620648507774,0.0706521739130435,0.0597826086956522,0
GSE288483,GSM8768683_Pt2-1,3,184,-0.581623237366065,-0.111273775127526,-0.12362836002793,0.0434782608695652,0.0271739130434783,0
GSE288483,GSM8768683_Pt2-1,4,183,-0.434503826104399,-0.0798806889222023,-0.104475832397922,0.0437158469945355,0.0491803278688525,0
GSE288483,GSM8768683_Pt2-1,5,183,-0.274157627345023,-0.0828821175244314,-0.0748679528528174,0.0819672131147541,0.0601092896174863,0
GSE288483,GSM8768683_Pt2-1,6,183,-0.100159457873238,-0.0418666368244756,-0.10794938470854,0.0327868852459016,0.0382513661202186,0
GSE288483,GSM8768683_Pt2-1,7,183,0.0769482968064126,-0.00358586666704287,-0.0827539382624218,0.103825136612022,0.0819672131147541,0
GSE288483,GSM8768683_Pt2-1,8,183,0.36718842589552,0.0288774493015568,-0.0253933393293757,0.114754098360656,0.136612021857924,0
GSE288483,GSM8768683_Pt2-1,9,183,0.800252083058719,0.0124097728244486,0.067337123715255,0.191256830601093,0.185792349726776,0
GSE288483,GSM8768683_Pt2-1,10,183,1.69487938313996,0.134354088295942,0.184351523466332,0.311475409836066,0.3224043715847,0.311475409836066
GSE288483,GSM8768684_Pt2-2,1,203,-0.838979795067806,-0.167767778974834,-0.232040692782423,0.0492610837438424,0.0344827586206897,0
GSE288483,GSM8768684_Pt2-2,2,203,-0.695949756425961,-0.147412541927078,-0.175063667395752,0.0344827586206897,0.0246305418719212,0
GSE288483,GSM8768684_Pt2-2,3,203,-0.574460993467378,-0.110316674100447,-0.0606768067302658,0.0738916256157636,0.0541871921182266,0
GSE288483,GSM8768684_Pt2-2,4,203,-0.457125887377714,-0.116482931649421,-0.0435464695760675,0.0591133004926108,0.0640394088669951,0
GSE288483,GSM8768684_Pt2-2,5,203,-0.332190988129617,-0.11360307375743,-0.0721513052877499,0.0640394088669951,0.0689655172413793,0
GSE288483,GSM8768684_Pt2-2,6,203,-0.167478275636219,-0.0713865877038621,-0.0102353411953989,0.0640394088669951,0.0492610837438424,0
GSE288483,GSM8768684_Pt2-2,7,202,0.0214801468355677,0.0233075511556362,-0.00362465244642991,0.128712871287129,0.099009900990099,0
GSE288483,GSM8768684_Pt2-2,8,202,0.287677465565448,-0.0240993753158221,0.0614072462320629,0.108910891089109,0.153465346534653,0
GSE288483,GSM8768684_Pt2-2,9,202,0.648414757349392,0.0973129236996593,0.10991525095574,0.163366336633663,0.188118811881188,0
GSE288483,GSM8768684_Pt2-2,10,202,1.74465460729207,0.137187768610669,0.179847728075919,0.257425742574257,0.267326732673267,0.257425742574257
GSE288483,GSM8768685_Pt2-3,1,212,-1.25324787749438,-0.16626129661302,-0.199693868769435,0.0330188679245283,0.0424528301886792,0
GSE288483,GSM8768685_Pt2-3,2,212,-0.84973790376843,-0.0734923587317066,-0.067761067160135,0.0141509433962264,0.0424528301886792,0
GSE288483,GSM8768685_Pt2-3,3,212,-0.600723486527697,-0.0105616740859903,-0.0312197846334584,0.0377358490566038,0.0613207547169811,0
GSE288483,GSM8768685_Pt2-3,4,212,-0.394310095339435,-0.0442888369871445,0.0109220909234846,0.0471698113207547,0.108490566037736,0
GSE288483,GSM8768685_Pt2-3,5,212,-0.176617660758544,0.0364614868501825,0.0863467980881579,0.0707547169811321,0.127358490566038,0
GSE288483,GSM8768685_Pt2-3,6,212,0.00828612637063329,0.016447547162151,0.00674171592018127,0.113207547169811,0.117924528301887,0
GSE288483,GSM8768685_Pt2-3,7,212,0.221141632387149,0.0302552455770465,0.0553637429588073,0.113207547169811,0.155660377358491,0
GSE288483,GSM8768685_Pt2-3,8,212,0.472262189859879,0.0811641159800484,0.0742580136590753,0.127358490566038,0.136792452830189,0
GSE288483,GSM8768685_Pt2-3,9,212,0.833242300861524,0.0945892714165687,0.0976182472372866,0.169811320754717,0.122641509433962,0.00471698113207547
GSE288483,GSM8768685_Pt2-3,10,211,1.59946445155377,0.122300064645164,-0.00113652290463992,0.274881516587678,0.0853080568720379,0.274881516587678
GSE288483,GSM8768686_Pt2-4,1,329,-0.812490991878954,-0.0856646725058918,-0.0826933611317376,0.088145896656535,0.0516717325227964,0
GSE288483,GSM8768686_Pt2-4,2,329,-0.69929112665092,-0.0844425213078684,0.0258617287783386,0.0668693009118541,0.088145896656535,0
GSE288483,GSM8768686_Pt2-4,3,329,-0.602827295853047,-0.0626880375198324,0.0296544042743193,0.088145896656535,0.060790273556231,0
GSE288483,GSM8768686_Pt2-4,4,329,-0.474884671156475,-0.0727406366000309,0.0304664922979753,0.0516717325227964,0.0972644376899696,0
GSE288483,GSM8768686_Pt2-4,5,328,-0.313325231345169,-0.0535086507044357,0.0831999959853608,0.0792682926829268,0.0853658536585366,0
GSE288483,GSM8768686_Pt2-4,6,328,-0.139966621091568,-0.0155326884633184,0.092375637259108,0.106707317073171,0.115853658536585,0
GSE288483,GSM8768686_Pt2-4,7,328,0.0404786519261933,-0.0186943688039756,0.0915194383861061,0.0579268292682927,0.115853658536585,0
GSE288483,GSM8768686_Pt2-4,8,328,0.277498540681202,-0.0328794639380682,0.0416403530223299,0.109756097560976,0.109756097560976,0
GSE288483,GSM8768686_Pt2-4,9,328,0.715158169526117,0.0191294676100306,0.0486833613081906,0.13109756097561,0.11890243902439,0
GSE288483,GSM8768686_Pt2-4,10,328,1.65749060435757,0.0204463225972762,0.00229229575877128,0.222560975609756,0.158536585365854,0.222560975609756
