dataset,sample_id,TLS_decile,readout,value
GSE211956,GSM6506115_SP6,9,mregDC-high fraction,0.0888888888888889
GSE211956,GSM6506115_SP6,9,MHC-II-high fraction,0.155555555555556
GSE211956,GSM6506115_SP6,9,TLS/mregDC co-high fraction,0
GSE211956,GSM6506115_SP6,10,median mregDC score,0.0924777424494234
GSE211956,GSM6506115_SP6,10,median MHC-II score,0.640022338816759
GSE211956,GSM6506115_SP6,10,mregDC-high fraction,0.277777777777778
GSE211956,GSM6506115_SP6,10,MHC-II-high fraction,0.361111111111111
GSE211956,GSM6506115_SP6,10,TLS/mregDC co-high fraction,0.277777777777778
GSE211956,GSM6506116_SP7,1,median mregDC score,-0.264718182163954
GSE211956,GSM6506116_SP7,1,median MHC-II score,-0.231775687753891
GSE211956,GSM6506116_SP7,1,mregDC-high fraction,0.0576923076923077
GSE211956,GSM6506116_SP7,1,MHC-II-high fraction,0.043956043956044
GSE211956,GSM6506116_SP7,1,TLS/mregDC co-high fraction,0
GSE211956,GSM6506116_SP7,2,median mregDC score,-0.0883214107823604
GSE211956,GSM6506116_SP7,2,median MHC-II score,-0.07057652100315
GSE211956,GSM6506116_SP7,2,mregDC-high fraction,0.0741758241758242
GSE211956,GSM6506116_SP7,2,MHC-II-high fraction,0.0631868131868132
GSE211956,GSM6506116_SP7,2,TLS/mregDC co-high fraction,0
GSE211956,GSM6506116_SP7,3,median mregDC score,-0.0626608374507577
GSE211956,GSM6506116_SP7,3,median MHC-II score,-0.0616515643069095
GSE211956,GSM6506116_SP7,3,mregDC-high fraction,0.0881542699724518
GSE211956,GSM6506116_SP7,3,MHC-II-high fraction,0.0716253443526171
GSE211956,GSM6506116_SP7,3,TLS/mregDC co-high fraction,0
GSE211956,GSM6506116_SP7,4,median mregDC score,-0.042203821496592
GSE211956,GSM6506116_SP7,4,median MHC-II score,-0.0140850905090793
GSE211956,GSM6506116_SP7,4,mregDC-high fraction,0.0743801652892562
GSE211956,GSM6506116_SP7,4,MHC-II-high fraction,0.0578512396694215
GSE211956,GSM6506116_SP7,4,TLS/mregDC co-high fraction,0
GSE211956,GSM6506116_SP7,5,median mregDC score,-0.0450185934735759
GSE211956,GSM6506116_SP7,5,median MHC-II score,0.0132187662760783
GSE211956,GSM6506116_SP7,5,mregDC-high fraction,0.0523415977961433
GSE211956,GSM6506116_SP7,5,MHC-II-high fraction,0.101928374655647
GSE211956,GSM6506116_SP7,5,TLS/mregDC co-high fraction,0
GSE211956,GSM6506116_SP7,6,median mregDC score,-0.0527869458003723
GSE211956,GSM6506116_SP7,6,median MHC-II score,0.0225678938548168
GSE211956,GSM6506116_SP7,6,mregDC-high fraction,0.0716253443526171
GSE211956,GSM6506116_SP7,6,MHC-II-high fraction,0.0743801652892562
GSE211956,GSM6506116_SP7,6,TLS/mregDC co-high fraction,0
GSE211956,GSM6506116_SP7,7,median mregDC score,-0.0146707182618642
GSE211956,GSM6506116_SP7,7,median MHC-II score,0.0462605622234648
GSE211956,GSM6506116_SP7,7,mregDC-high fraction,0.110192837465565
GSE211956,GSM6506116_SP7,7,MHC-II-high fraction,0.110192837465565
GSE211956,GSM6506116_SP7,7,TLS/mregDC co-high fraction,0
GSE211956,GSM6506116_SP7,8,median mregDC score,-0.0235165768530897
GSE211956,GSM6506116_SP7,8,median MHC-II score,0.0635295108812015
GSE211956,GSM6506116_SP7,8,mregDC-high fraction,0.0964187327823691
GSE211956,GSM6506116_SP7,8,MHC-II-high fraction,0.118457300275482
GSE211956,GSM6506116_SP7,8,TLS/mregDC co-high fraction,0
GSE211956,GSM6506116_SP7,9,median mregDC score,0.00695586449742683
GSE211956,GSM6506116_SP7,9,median MHC-II score,0.0264644146843836
GSE211956,GSM6506116_SP7,9,mregDC-high fraction,0.154269972451791
GSE211956,GSM6506116_SP7,9,MHC-II-high fraction,0.148760330578512
GSE211956,GSM6506116_SP7,9,TLS/mregDC co-high fraction,0
GSE211956,GSM6506116_SP7,10,median mregDC score,0.0394186716688667
GSE211956,GSM6506116_SP7,10,median MHC-II score,0.115179269615314
GSE211956,GSM6506116_SP7,10,mregDC-high fraction,0.223140495867769
GSE211956,GSM6506116_SP7,10,MHC-II-high fraction,0.212121212121212
GSE211956,GSM6506116_SP7,10,TLS/mregDC co-high fraction,0.223140495867769
GSE211956,GSM6506117_SP8,1,median mregDC score,-0.156521513849513
GSE211956,GSM6506117_SP8,1,median MHC-II score,-0.264424730519243
GSE211956,GSM6506117_SP8,1,mregDC-high fraction,0.050314465408805
GSE211956,GSM6506117_SP8,1,MHC-II-high fraction,0.0314465408805031
GSE211956,GSM6506117_SP8,1,TLS/mregDC co-high fraction,0
GSE211956,GSM6506117_SP8,2,median mregDC score,-0.102438478568767
GSE211956,GSM6506117_SP8,2,median MHC-II score,-0.233746146891091
GSE211956,GSM6506117_SP8,2,mregDC-high fraction,0.0628930817610063
GSE211956,GSM6506117_SP8,2,MHC-II-high fraction,0.0440251572327044
GSE211956,GSM6506117_SP8,2,TLS/mregDC co-high fraction,0
GSE211956,GSM6506117_SP8,3,median mregDC score,-0.107063702964504
GSE211956,GSM6506117_SP8,3,median MHC-II score,-0.159395013327276
GSE211956,GSM6506117_SP8,3,mregDC-high fraction,0.0534591194968554
GSE211956,GSM6506117_SP8,3,MHC-II-high fraction,0.0314465408805031
GSE211956,GSM6506117_SP8,3,TLS/mregDC co-high fraction,0
GSE211956,GSM6506117_SP8,4,median mregDC score,-0.0750894543816287
GSE211956,GSM6506117_SP8,4,median MHC-II score,-0.111701517275274
GSE211956,GSM6506117_SP8,4,mregDC-high fraction,0.0817610062893082
GSE211956,GSM6506117_SP8,4,MHC-II-high fraction,0.050314465408805
GSE211956,GSM6506117_SP8,4,TLS/mregDC co-high fraction,0
GSE211956,GSM6506117_SP8,5,median mregDC score,-0.0806702376038206
GSE211956,GSM6506117_SP8,5,median MHC-II score,-0.136072644444776
GSE211956,GSM6506117_SP8,5,mregDC-high fraction,0.0440251572327044
GSE211956,GSM6506117_SP8,5,MHC-II-high fraction,0.0723270440251572
GSE211956,GSM6506117_SP8,5,TLS/mregDC co-high fraction,0
GSE211956,GSM6506117_SP8,6,median mregDC score,-0.0520933973462919
GSE211956,GSM6506117_SP8,6,median MHC-II score,-0.0888881577576747
GSE211956,GSM6506117_SP8,6,mregDC-high fraction,0.0723270440251572
GSE211956,GSM6506117_SP8,6,MHC-II-high fraction,0.0911949685534591
GSE211956,GSM6506117_SP8,6,TLS/mregDC co-high fraction,0
GSE211956,GSM6506117_SP8,7,median mregDC score,-0.00990536259663302
GSE211956,GSM6506117_SP8,7,median MHC-II score,0.0166670536435855
GSE211956,GSM6506117_SP8,7,mregDC-high fraction,0.0817610062893082
GSE211956,GSM6506117_SP8,7,MHC-II-high fraction,0.0943396226415094
GSE211956,GSM6506117_SP8,7,TLS/mregDC co-high fraction,0
GSE211956,GSM6506117_SP8,8,median mregDC score,-0.0302250212804468
GSE211956,GSM6506117_SP8,8,median MHC-II score,0.0525429904594916
GSE211956,GSM6506117_SP8,8,mregDC-high fraction,0.119496855345912
GSE211956,GSM6506117_SP8,8,MHC-II-high fraction,0.138364779874214
GSE211956,GSM6506117_SP8,8,TLS/mregDC co-high fraction,0
GSE211956,GSM6506117_SP8,9,median mregDC score,0.0056634856206394
GSE211956,GSM6506117_SP8,9,median MHC-II score,0.174528477710928
GSE211956,GSM6506117_SP8,9,mregDC-high fraction,0.160377358490566
GSE211956,GSM6506117_SP8,9,MHC-II-high fraction,0.163522012578616
GSE211956,GSM6506117_SP8,9,TLS/mregDC co-high fraction,0
GSE211956,GSM6506117_SP8,10,median mregDC score,0.088328892169139
GSE211956,GSM6506117_SP8,10,median MHC-II score,0.279190436384488
GSE211956,GSM6506117_SP8,10,mregDC-high fraction,0.273584905660377
GSE211956,GSM6506117_SP8,10,MHC-II-high fraction,0.283018867924528
GSE211956,GSM6506117_SP8,10,TLS/mregDC co-high fraction,0.273584905660377
GSE224335,GSM7019835_OCCR2v,1,median mregDC score,-0.127774515796662
GSE224335,GSM7019835_OCCR2v,1,median MHC-II score,-0.12399163628199
GSE224335,GSM7019835_OCCR2v,1,mregDC-high fraction,0.0723684210526316
GSE224335,GSM7019835_OCCR2v,1,MHC-II-high fraction,0.0921052631578947
GSE224335,GSM7019835_OCCR2v,1,TLS/mregDC co-high fraction,0
GSE224335,GSM7019835_OCCR2v,2,median mregDC score,-0.0469221686808176
GSE224335,GSM7019835_OCCR2v,2,median MHC-II score,-0.156035934591829
GSE224335,GSM7019835_OCCR2v,2,mregDC-high fraction,0.0592105263157895
GSE224335,GSM7019835_OCCR2v,2,MHC-II-high fraction,0.0460526315789474
GSE224335,GSM7019835_OCCR2v,2,TLS/mregDC co-high fraction,0
GSE224335,GSM7019835_OCCR2v,3,median mregDC score,-0.0697806413890462
GSE224335,GSM7019835_OCCR2v,3,median MHC-II score,-0.172083693861793
GSE224335,GSM7019835_OCCR2v,3,mregDC-high fraction,0.105263157894737
GSE224335,GSM7019835_OCCR2v,3,MHC-II-high fraction,0.0394736842105263
GSE224335,GSM7019835_OCCR2v,3,TLS/mregDC co-high fraction,0
GSE224335,GSM7019835_OCCR2v,4,median mregDC score,-0.0552441670035557
GSE224335,GSM7019835_OCCR2v,4,median MHC-II score,-0.131149890709047
GSE224335,GSM7019835_OCCR2v,4,mregDC-high fraction,0.0986842105263158
GSE224335,GSM7019835_OCCR2v,4,MHC-II-high fraction,0.0460526315789474
GSE224335,GSM7019835_OCCR2v,4,TLS/mregDC co-high fraction,0
GSE224335,GSM7019835_OCCR2v,5,median mregDC score,-0.0759209423331851
GSE224335,GSM7019835_OCCR2v,5,median MHC-II score,-0.141618859217929
GSE224335,GSM7019835_OCCR2v,5,mregDC-high fraction,0.0860927152317881
GSE224335,GSM7019835_OCCR2v,5,MHC-II-high fraction,0.0662251655629139
GSE224335,GSM7019835_OCCR2v,5,TLS/mregDC co-high fraction,0
GSE224335,GSM7019835_OCCR2v,6,median mregDC score,-0.0513790496714774
GSE224335,GSM7019835_OCCR2v,6,median MHC-II score,-0.0571021160213614
GSE224335,GSM7019835_OCCR2v,6,mregDC-high fraction,0.145695364238411
GSE224335,GSM7019835_OCCR2v,6,MHC-II-high fraction,0.0662251655629139
GSE224335,GSM7019835_OCCR2v,6,TLS/mregDC co-high fraction,0
GSE224335,GSM7019835_OCCR2v,7,median mregDC score,-0.0396901196007128
GSE224335,GSM7019835_OCCR2v,7,median MHC-II score,-0.0396643478159224
GSE224335,GSM7019835_OCCR2v,7,mregDC-high fraction,0.0794701986754967
GSE224335,GSM7019835_OCCR2v,7,MHC-II-high fraction,0.0728476821192053
GSE224335,GSM7019835_OCCR2v,7,TLS/mregDC co-high fraction,0
GSE224335,GSM7019835_OCCR2v,8,median mregDC score,-0.0351704067833202
GSE224335,GSM7019835_OCCR2v,8,median MHC-II score,-0.0263464161376701
GSE224335,GSM7019835_OCCR2v,8,mregDC-high fraction,0.105960264900662
GSE224335,GSM7019835_OCCR2v,8,MHC-II-high fraction,0.112582781456954
GSE224335,GSM7019835_OCCR2v,8,TLS/mregDC co-high fraction,0
GSE224335,GSM7019835_OCCR2v,9,median mregDC score,-0.0457077721460074
GSE224335,GSM7019835_OCCR2v,9,median MHC-II score,0.0358334815762374
GSE224335,GSM7019835_OCCR2v,9,mregDC-high fraction,0.105960264900662
GSE224335,GSM7019835_OCCR2v,9,MHC-II-high fraction,0.178807947019868
GSE224335,GSM7019835_OCCR2v,9,TLS/mregDC co-high fraction,0
GSE224335,GSM7019835_OCCR2v,10,median mregDC score,-0.0215888074523269
GSE224335,GSM7019835_OCCR2v,10,median MHC-II score,0.211212729086169
GSE224335,GSM7019835_OCCR2v,10,mregDC-high fraction,0.145695364238411
GSE224335,GSM7019835_OCCR2v,10,MHC-II-high fraction,0.28476821192053
GSE224335,GSM7019835_OCCR2v,10,TLS/mregDC co-high fraction,0.145695364238411
GSE224335,GSM7019836_OCCS3v,1,median mregDC score,-0.0565535567681524
GSE224335,GSM7019836_OCCS3v,1,median MHC-II score,-0.171214441814229
GSE224335,GSM7019836_OCCS3v,1,mregDC-high fraction,0.133333333333333
GSE224335,GSM7019836_OCCS3v,1,MHC-II-high fraction,0.0444444444444444
GSE224335,GSM7019836_OCCS3v,1,TLS/mregDC co-high fraction,0
GSE224335,GSM7019836_OCCS3v,2,median mregDC score,-0.0703500956783996
GSE224335,GSM7019836_OCCS3v,2,median MHC-II score,-0.0207557294100399
GSE224335,GSM7019836_OCCS3v,2,mregDC-high fraction,0.0777777777777778
GSE224335,GSM7019836_OCCS3v,2,MHC-II-high fraction,0.1
GSE224335,GSM7019836_OCCS3v,2,TLS/mregDC co-high fraction,0
GSE224335,GSM7019836_OCCS3v,3,median mregDC score,-0.0786008745143285
GSE224335,GSM7019836_OCCS3v,3,median MHC-II score,0.0163276785599408
GSE224335,GSM7019836_OCCS3v,3,mregDC-high fraction,0.0555555555555556
GSE224335,GSM7019836_OCCS3v,3,MHC-II-high fraction,0.0333333333333333
GSE224335,GSM7019836_OCCS3v,3,TLS/mregDC co-high fraction,0
GSE224335,GSM7019836_OCCS3v,4,median mregDC score,-0.0993098000450531
GSE224335,GSM7019836_OCCS3v,4,median MHC-II score,0.0594803039394875
GSE224335,GSM7019836_OCCS3v,4,mregDC-high fraction,0.0444444444444444
GSE224335,GSM7019836_OCCS3v,4,MHC-II-high fraction,0.133333333333333
GSE224335,GSM7019836_OCCS3v,4,TLS/mregDC co-high fraction,0
GSE224335,GSM7019836_OCCS3v,5,median mregDC score,-0.100968110167153
GSE224335,GSM7019836_OCCS3v,5,median MHC-II score,0.00526738374848786
GSE224335,GSM7019836_OCCS3v,5,mregDC-high fraction,0.0555555555555556
GSE224335,GSM7019836_OCCS3v,5,MHC-II-high fraction,0.0777777777777778
GSE224335,GSM7019836_OCCS3v,5,TLS/mregDC co-high fraction,0
GSE224335,GSM7019836_OCCS3v,6,median mregDC score,-0.028787762604761
GSE224335,GSM7019836_OCCS3v,6,median MHC-II score,0.0132846011084988
GSE224335,GSM7019836_OCCS3v,6,mregDC-high fraction,0.122222222222222
GSE224335,GSM7019836_OCCS3v,6,MHC-II-high fraction,0.133333333333333
GSE224335,GSM7019836_OCCS3v,6,TLS/mregDC co-high fraction,0
GSE224335,GSM7019836_OCCS3v,7,median mregDC score,-0.0621027814801806
GSE224335,GSM7019836_OCCS3v,7,median MHC-II score,-0.125184972321693
GSE224335,GSM7019836_OCCS3v,7,mregDC-high fraction,0.0888888888888889
GSE224335,GSM7019836_OCCS3v,7,MHC-II-high fraction,0.0555555555555556
GSE224335,GSM7019836_OCCS3v,7,TLS/mregDC co-high fraction,0
GSE224335,GSM7019836_OCCS3v,8,median mregDC score,-0.050294260107967
GSE224335,GSM7019836_OCCS3v,8,median MHC-II score,0.0167725703177718
GSE224335,GSM7019836_OCCS3v,8,mregDC-high fraction,0.1
GSE224335,GSM7019836_OCCS3v,8,MHC-II-high fraction,0.133333333333333
GSE224335,GSM7019836_OCCS3v,8,TLS/mregDC co-high fraction,0
GSE224335,GSM7019836_OCCS3v,9,median mregDC score,-0.0510111402133012
GSE224335,GSM7019836_OCCS3v,9,median MHC-II score,0.0420532664293848
GSE224335,GSM7019836_OCCS3v,9,mregDC-high fraction,0.168539325842697
GSE224335,GSM7019836_OCCS3v,9,MHC-II-high fraction,0.134831460674157
GSE224335,GSM7019836_OCCS3v,9,TLS/mregDC co-high fraction,0.0112359550561798
GSE224335,GSM7019836_OCCS3v,10,median mregDC score,-0.0186270564693754
GSE224335,GSM7019836_OCCS3v,10,median MHC-II score,0.018373492851874
GSE224335,GSM7019836_OCCS3v,10,mregDC-high fraction,0.157303370786517
GSE224335,GSM7019836_OCCS3v,10,MHC-II-high fraction,0.157303370786517
GSE224335,GSM7019836_OCCS3v,10,TLS/mregDC co-high fraction,0.157303370786517
GSE274657,GSM8454234_Patient_2,1,median mregDC score,-0.329021687489004
GSE274657,GSM8454234_Patient_2,1,median MHC-II score,-0.393769777293127
GSE274657,GSM8454234_Patient_2,1,mregDC-high fraction,0
GSE274657,GSM8454234_Patient_2,1,MHC-II-high fraction,0.0194805194805195
GSE274657,GSM8454234_Patient_2,1,TLS/mregDC co-high fraction,0
GSE274657,GSM8454234_Patient_2,2,median mregDC score,-0.289877352329718
GSE274657,GSM8454234_Patient_2,2,median MHC-II score,-0.305218420774744
GSE274657,GSM8454234_Patient_2,2,mregDC-high fraction,0.00649350649350649
GSE274657,GSM8454234_Patient_2,2,MHC-II-high fraction,0
GSE274657,GSM8454234_Patient_2,2,TLS/mregDC co-high fraction,0
GSE274657,GSM8454234_Patient_2,3,median mregDC score,-0.25301640420814
GSE274657,GSM8454234_Patient_2,3,median MHC-II score,-0.178798148123564
GSE274657,GSM8454234_Patient_2,3,mregDC-high fraction,0.0194805194805195
GSE274657,GSM8454234_Patient_2,3,MHC-II-high fraction,0.012987012987013
GSE274657,GSM8454234_Patient_2,3,TLS/mregDC co-high fraction,0
GSE274657,GSM8454234_Patient_2,4,median mregDC score,-0.230118596900147
GSE274657,GSM8454234_Patient_2,4,median MHC-II score,-0.0941958935711359
GSE274657,GSM8454234_Patient_2,4,mregDC-high fraction,0.025974025974026
GSE274657,GSM8454234_Patient_2,4,MHC-II-high fraction,0.012987012987013
GSE274657,GSM8454234_Patient_2,4,TLS/mregDC co-high fraction,0
GSE274657,GSM8454234_Patient_2,5,median mregDC score,-0.21502919476114
GSE274657,GSM8454234_Patient_2,5,median MHC-II score,-0.0831765602259485
GSE274657,GSM8454234_Patient_2,5,mregDC-high fraction,0.0392156862745098
GSE274657,GSM8454234_Patient_2,5,MHC-II-high fraction,0.0261437908496732
GSE274657,GSM8454234_Patient_2,5,TLS/mregDC co-high fraction,0
GSE274657,GSM8454234_Patient_2,6,median mregDC score,-0.00576220416604477
GSE274657,GSM8454234_Patient_2,6,median MHC-II score,0.0615291123253284
GSE274657,GSM8454234_Patient_2,6,mregDC-high fraction,0.0457516339869281
GSE274657,GSM8454234_Patient_2,6,MHC-II-high fraction,0.0784313725490196
GSE274657,GSM8454234_Patient_2,6,TLS/mregDC co-high fraction,0
GSE274657,GSM8454234_Patient_2,7,median mregDC score,-0.0166786376001808
GSE274657,GSM8454234_Patient_2,7,median MHC-II score,0.128385022187483
GSE274657,GSM8454234_Patient_2,7,mregDC-high fraction,0.104575163398693
GSE274657,GSM8454234_Patient_2,7,MHC-II-high fraction,0.104575163398693
GSE274657,GSM8454234_Patient_2,7,TLS/mregDC co-high fraction,0
GSE274657,GSM8454234_Patient_2,8,median mregDC score,0.178883294640331
GSE274657,GSM8454234_Patient_2,8,median MHC-II score,0.177165166406557
GSE274657,GSM8454234_Patient_2,8,mregDC-high fraction,0.143790849673203
GSE274657,GSM8454234_Patient_2,8,MHC-II-high fraction,0.124183006535948
GSE274657,GSM8454234_Patient_2,8,TLS/mregDC co-high fraction,0
GSE274657,GSM8454234_Patient_2,9,median mregDC score,0.226145877574827
GSE274657,GSM8454234_Patient_2,9,median MHC-II score,0.288178756733139
GSE274657,GSM8454234_Patient_2,9,mregDC-high fraction,0.235294117647059
GSE274657,GSM8454234_Patient_2,9,MHC-II-high fraction,0.235294117647059
GSE274657,GSM8454234_Patient_2,9,TLS/mregDC co-high fraction,0.0065359477124183
GSE274657,GSM8454234_Patient_2,10,median mregDC score,0.445035950587926
GSE274657,GSM8454234_Patient_2,10,median MHC-II score,0.523884332082043
GSE274657,GSM8454234_Patient_2,10,mregDC-high fraction,0.38562091503268
GSE274657,GSM8454234_Patient_2,10,MHC-II-high fraction,0.392156862745098
GSE274657,GSM8454234_Patient_2,10,TLS/mregDC co-high fraction,0.38562091503268
GSE274657,GSM8454235_Patient_8,1,median mregDC score,-0.0349245151013779
GSE274657,GSM8454235_Patient_8,1,median MHC-II score,-0.822374519427709
GSE274657,GSM8454235_Patient_8,1,mregDC-high fraction,0.00970873786407767
GSE274657,GSM8454235_Patient_8,1,MHC-II-high fraction,0.0121359223300971
GSE274657,GSM8454235_Patient_8,1,TLS/mregDC co-high fraction,0
GSE274657,GSM8454235_Patient_8,2,median mregDC score,-0.0140298758628618
GSE274657,GSM8454235_Patient_8,2,median MHC-II score,-0.698327976999717
GSE274657,GSM8454235_Patient_8,2,mregDC-high fraction,0.00970873786407767
GSE274657,GSM8454235_Patient_8,2,MHC-II-high fraction,0.00970873786407767
GSE274657,GSM8454235_Patient_8,2,TLS/mregDC co-high fraction,0
GSE274657,GSM8454235_Patient_8,3,median mregDC score,-0.0355481883841311
GSE274657,GSM8454235_Patient_8,3,median MHC-II score,-0.342311785860274
GSE274657,GSM8454235_Patient_8,3,mregDC-high fraction,0.0169902912621359
GSE274657,GSM8454235_Patient_8,3,MHC-II-high fraction,0.0145631067961165
GSE274657,GSM8454235_Patient_8,3,TLS/mregDC co-high fraction,0
GSE274657,GSM8454235_Patient_8,4,median mregDC score,-0.058757858517702
GSE274657,GSM8454235_Patient_8,4,median MHC-II score,-0.20447391431745
GSE274657,GSM8454235_Patient_8,4,mregDC-high fraction,0.0412621359223301
GSE274657,GSM8454235_Patient_8,4,MHC-II-high fraction,0.0412621359223301
GSE274657,GSM8454235_Patient_8,4,TLS/mregDC co-high fraction,0
GSE274657,GSM8454235_Patient_8,5,median mregDC score,-0.0687235291409335
GSE274657,GSM8454235_Patient_8,5,median MHC-II score,-0.0414975423804202
GSE274657,GSM8454235_Patient_8,5,mregDC-high fraction,0.0412621359223301
GSE274657,GSM8454235_Patient_8,5,MHC-II-high fraction,0.0436893203883495
GSE274657,GSM8454235_Patient_8,5,TLS/mregDC co-high fraction,0
GSE274657,GSM8454235_Patient_8,6,median mregDC score,-0.0398882703555737
GSE274657,GSM8454235_Patient_8,6,median MHC-II score,0.11725335564749
GSE274657,GSM8454235_Patient_8,6,mregDC-high fraction,0.058252427184466
GSE274657,GSM8454235_Patient_8,6,MHC-II-high fraction,0.0679611650485437
GSE274657,GSM8454235_Patient_8,6,TLS/mregDC co-high fraction,0
GSE274657,GSM8454235_Patient_8,7,median mregDC score,-0.0511744294622613
GSE274657,GSM8454235_Patient_8,7,median MHC-II score,0.244115744981253
GSE274657,GSM8454235_Patient_8,7,mregDC-high fraction,0.0924574209245742
GSE274657,GSM8454235_Patient_8,7,MHC-II-high fraction,0.126520681265207
GSE274657,GSM8454235_Patient_8,7,TLS/mregDC co-high fraction,0
GSE274657,GSM8454235_Patient_8,8,median mregDC score,-0.0393369918228471
GSE274657,GSM8454235_Patient_8,8,median MHC-II score,0.292567161144719
GSE274657,GSM8454235_Patient_8,8,mregDC-high fraction,0.121654501216545
GSE274657,GSM8454235_Patient_8,8,MHC-II-high fraction,0.128953771289538
GSE274657,GSM8454235_Patient_8,8,TLS/mregDC co-high fraction,0
GSE274657,GSM8454235_Patient_8,9,median mregDC score,0.0160032748756206
GSE274657,GSM8454235_Patient_8,9,median MHC-II score,0.436698198647021
GSE274657,GSM8454235_Patient_8,9,mregDC-high fraction,0.197080291970803
GSE274657,GSM8454235_Patient_8,9,MHC-II-high fraction,0.211678832116788
GSE274657,GSM8454235_Patient_8,9,TLS/mregDC co-high fraction,0
GSE274657,GSM8454235_Patient_8,10,median mregDC score,0.232738966134214
GSE274657,GSM8454235_Patient_8,10,median MHC-II score,0.650889304420712
GSE274657,GSM8454235_Patient_8,10,mregDC-high fraction,0.413625304136253
GSE274657,GSM8454235_Patient_8,10,MHC-II-high fraction,0.345498783454988
GSE274657,GSM8454235_Patient_8,10,TLS/mregDC co-high fraction,0.413625304136253
GSE274657,GSM8454236_Patient_16,1,median mregDC score,-0.0819063212454282
GSE274657,GSM8454236_Patient_16,1,median MHC-II score,-0.230285435712626
GSE274657,GSM8454236_Patient_16,1,mregDC-high fraction,0.0869565217391304
GSE274657,GSM8454236_Patient_16,1,MHC-II-high fraction,0.0586956521739131
GSE274657,GSM8454236_Patient_16,1,TLS/mregDC co-high fraction,0
GSE274657,GSM8454236_Patient_16,2,median mregDC score,-0.0763177420901917
GSE274657,GSM8454236_Patient_16,2,median MHC-II score,-0.168140772518497
GSE274657,GSM8454236_Patient_16,2,mregDC-high fraction,0.0891304347826087
GSE274657,GSM8454236_Patient_16,2,MHC-II-high fraction,0.0956521739130435
GSE274657,GSM8454236_Patient_16,2,TLS/mregDC co-high fraction,0
GSE274657,GSM8454236_Patient_16,3,median mregDC score,-0.0604319452654633
GSE274657,GSM8454236_Patient_16,3,median MHC-II score,-0.0985707174052728
GSE274657,GSM8454236_Patient_16,3,mregDC-high fraction,0.0849673202614379
GSE274657,GSM8454236_Patient_16,3,MHC-II-high fraction,0.0849673202614379
GSE274657,GSM8454236_Patient_16,3,TLS/mregDC co-high fraction,0
GSE274657,GSM8454236_Patient_16,4,median mregDC score,-0.0559703122684514
GSE274657,GSM8454236_Patient_16,4,median MHC-II score,-0.093173407027892
GSE274657,GSM8454236_Patient_16,4,mregDC-high fraction,0.113289760348584
GSE274657,GSM8454236_Patient_16,4,MHC-II-high fraction,0.0827886710239651
GSE274657,GSM8454236_Patient_16,4,TLS/mregDC co-high fraction,0
GSE274657,GSM8454236_Patient_16,5,median mregDC score,-0.0641929301285719
GSE274657,GSM8454236_Patient_16,5,median MHC-II score,-0.0870858977857216
GSE274657,GSM8454236_Patient_16,5,mregDC-high fraction,0.10239651416122
GSE274657,GSM8454236_Patient_16,5,MHC-II-high fraction,0.111111111111111
GSE274657,GSM8454236_Patient_16,5,TLS/mregDC co-high fraction,0
GSE274657,GSM8454236_Patient_16,6,median mregDC score,-0.0728566576531948
GSE274657,GSM8454236_Patient_16,6,median MHC-II score,-0.0600461136999929
GSE274657,GSM8454236_Patient_16,6,mregDC-high fraction,0.113289760348584
GSE274657,GSM8454236_Patient_16,6,MHC-II-high fraction,0.0762527233115468
GSE274657,GSM8454236_Patient_16,6,TLS/mregDC co-high fraction,0
GSE274657,GSM8454236_Patient_16,7,median mregDC score,-0.0860816405504634
GSE274657,GSM8454236_Patient_16,7,median MHC-II score,-0.0854244218292532
GSE274657,GSM8454236_Patient_16,7,mregDC-high fraction,0.0784313725490196
GSE274657,GSM8454236_Patient_16,7,MHC-II-high fraction,0.065359477124183
GSE274657,GSM8454236_Patient_16,7,TLS/mregDC co-high fraction,0
GSE274657,GSM8454236_Patient_16,8,median mregDC score,-0.0813137028904484
GSE274657,GSM8454236_Patient_16,8,median MHC-II score,-0.0927904537022012
GSE274657,GSM8454236_Patient_16,8,mregDC-high fraction,0.0980392156862745
GSE274657,GSM8454236_Patient_16,8,MHC-II-high fraction,0.0980392156862745
GSE274657,GSM8454236_Patient_16,8,TLS/mregDC co-high fraction,0
GSE274657,GSM8454236_Patient_16,9,median mregDC score,-0.0759222041073599
GSE274657,GSM8454236_Patient_16,9,median MHC-II score,0.102419814904197
GSE274657,GSM8454236_Patient_16,9,mregDC-high fraction,0.106753812636166
GSE274657,GSM8454236_Patient_16,9,MHC-II-high fraction,0.156862745098039
GSE274657,GSM8454236_Patient_16,9,TLS/mregDC co-high fraction,0
GSE274657,GSM8454236_Patient_16,10,median mregDC score,-0.074465930071893
GSE274657,GSM8454236_Patient_16,10,median MHC-II score,0.119294709788394
GSE274657,GSM8454236_Patient_16,10,mregDC-high fraction,0.128540305010893
GSE274657,GSM8454236_Patient_16,10,MHC-II-high fraction,0.172113289760349
GSE274657,GSM8454236_Patient_16,10,TLS/mregDC co-high fraction,0.128540305010893
GSE274657,GSM8454237_Patient_17,1,median mregDC score,-0.0729006050130395
GSE274657,GSM8454237_Patient_17,1,median MHC-II score,-0.12372903391511
GSE274657,GSM8454237_Patient_17,1,mregDC-high fraction,0.088
GSE274657,GSM8454237_Patient_17,1,MHC-II-high fraction,0.06
GSE274657,GSM8454237_Patient_17,1,TLS/mregDC co-high fraction,0
