field_id,grid_x,grid_y,x,y,TLS_grid_mean,n_cells,n_tls_high_cells,n_cohigh_cells
111,165,27,5805.470833778381,983.8965606689453,0.5393918521287533,12,5,0
129,179,27,6295.470833778381,983.8965606689453,0.1732111971852368,15,3,0
117,283,27,9935.470833778381,983.8965606689453,0.15239101094219798,7,2,0
133,148,28,5210.470833778381,1018.8965606689453,0.1636448079168044,11,2,0
111,163,28,5735.470833778381,1018.8965606689453,0.5830748668533468,11,5,0
111,164,28,5770.470833778381,1018.8965606689453,0.26620661703642917,18,6,0
134,170,28,5980.470833778381,1018.8965606689453,0.2526676222010982,19,7,1
134,171,28,6015.470833778381,1018.8965606689453,0.16528240225671653,18,7,1
135,176,28,6190.470833778381,1018.8965606689453,0.21733650000422156,20,8,2
129,180,28,6330.470833778381,1018.8965606689453,0.4369981310091009,19,10,2
129,181,28,6365.470833778381,1018.8965606689453,0.288322495787178,16,8,0
140,111,29,3915.4708337783813,1053.8965606689453,0.34420827451501435,12,5,0
133,148,29,5210.470833778381,1053.8965606689453,0.2345473088226273,10,4,0
111,162,29,5700.470833778381,1053.8965606689453,0.21962668920009676,13,3,0
135,175,29,6155.470833778381,1053.8965606689453,0.3417764311981742,6,2,0
135,176,29,6190.470833778381,1053.8965606689453,0.5034483639726214,7,3,0
135,177,29,6225.470833778381,1053.8965606689453,0.3785774078378844,15,4,2
135,178,29,6260.470833778381,1053.8965606689453,0.7624132789837719,16,8,2
129,181,29,6365.470833778381,1053.8965606689453,0.2260614760939498,14,5,1
142,184,29,6470.470833778381,1053.8965606689453,0.153181114913781,11,3,0
145,276,29,9690.470833778381,1053.8965606689453,0.47413699810475796,16,12,0
145,277,29,9725.470833778381,1053.8965606689453,0.6582458390614034,5,4,0
146,282,29,9900.470833778381,1053.8965606689453,0.6444816668788974,4,1,0
146,283,29,9935.470833778381,1053.8965606689453,0.19415411595848123,13,4,0
140,111,30,3915.4708337783813,1088.8965606689453,0.1917779011591865,7,3,0
151,113,30,3985.4708337783813,1088.8965606689453,0.21359821714139687,8,3,0
151,114,30,4020.4708337783813,1088.8965606689453,0.32497305692888157,10,4,0
152,126,30,4440.470833778381,1088.8965606689453,0.22052276661905645,13,5,0
152,127,30,4475.470833778381,1088.8965606689453,0.32743128096522534,11,4,1
142,184,30,6470.470833778381,1088.8965606689453,0.14726333258903615,9,4,2
145,276,30,9690.470833778381,1088.8965606689453,0.28710198642212775,20,10,2
145,277,30,9725.470833778381,1088.8965606689453,0.5010656541680469,16,6,0
151,113,31,3985.4708337783813,1123.8965606689453,0.2617837317755275,14,6,2
145,276,31,9690.470833778381,1123.8965606689453,0.40420961580683407,13,6,0
159,279,31,9795.470833778381,1123.8965606689453,0.7197656043891427,10,3,0
