field_id,grid_x,grid_y,x,y,TLS_grid_mean,n_cells,n_tls_high_cells,n_cohigh_cells
506,202,66,7100.470833778381,2348.8965606689453,0.29253300837968965,9,4,0
506,203,66,7135.470833778381,2348.8965606689453,0.18106310862885724,7,2,0
442,215,66,7555.470833778381,2348.8965606689453,0.22889845368152378,5,1,1
442,216,66,7590.470833778381,2348.8965606689453,0.38570604893561405,6,3,1
521,222,66,7800.470833778381,2348.8965606689453,0.3328675859655735,6,3,0
508,230,66,8080.470833778381,2348.8965606689453,0.1634489110490601,3,2,0
522,289,66,10145.470833778381,2348.8965606689453,0.650732547990841,5,2,0
488,294,66,10320.470833778381,2348.8965606689453,0.909530757986872,5,3,0
488,295,66,10355.470833778381,2348.8965606689453,0.9345401714437823,3,2,1
488,296,66,10390.470833778381,2348.8965606689453,0.16288986032513333,9,3,0
513,307,66,10775.470833778381,2348.8965606689453,0.2362295487392161,5,2,0
524,27,67,975.4708337783813,2383.8965606689453,0.2595492423960518,8,4,0
525,34,67,1220.4708337783813,2383.8965606689453,0.49947828602386624,5,2,0
526,51,67,1815.4708337783813,2383.8965606689453,0.23467604772700082,10,2,0
526,52,67,1850.4708337783813,2383.8965606689453,0.36088258534580614,7,3,1
515,56,67,1990.4708337783813,2383.8965606689453,0.15842483734045526,13,3,0
527,110,67,3880.4708337783813,2383.8965606689453,0.2497965783438932,4,1,0
517,140,67,4930.470833778381,2383.8965606689453,0.22395941486814686,9,4,3
529,164,67,5770.470833778381,2383.8965606689453,0.27404438059471825,13,4,1
417,178,67,6260.470833778381,2383.8965606689453,0.19121555855828376,10,4,0
417,181,67,6365.470833778381,2383.8965606689453,0.3527991760658985,8,4,0
417,183,67,6435.470833778381,2383.8965606689453,0.30845703220417686,7,3,1
417,184,67,6470.470833778381,2383.8965606689453,0.257263880548452,10,4,1
417,185,67,6505.470833778381,2383.8965606689453,0.18645943380218594,4,2,1
417,187,67,6575.470833778381,2383.8965606689453,0.15798806128728574,8,2,0
506,203,67,7135.470833778381,2383.8965606689453,0.20684430228635467,15,1,0
442,217,67,7625.470833778381,2383.8965606689453,0.5400712289459029,4,1,0
521,221,67,7765.470833778381,2383.8965606689453,0.15129663119133202,6,4,0
522,290,67,10180.470833778381,2383.8965606689453,0.4260432755025964,3,1,1
488,295,67,10355.470833778381,2383.8965606689453,0.4244635977965076,8,3,0
488,296,67,10390.470833778381,2383.8965606689453,0.8616431280122383,5,3,0
488,298,67,10460.470833778381,2383.8965606689453,0.29785333166604316,7,2,1
524,26,68,940.4708337783813,2418.8965606689453,0.3305037942944199,9,4,0
525,35,68,1255.4708337783813,2418.8965606689453,0.19308084861750077,5,3,1
526,51,68,1815.4708337783813,2418.8965606689453,0.1751474030406578,5,3,0
515,55,68,1955.4708337783813,2418.8965606689453,0.4792758152283894,6,3,1
527,111,68,3915.4708337783813,2418.8965606689453,0.15865979180725556,6,1,0
539,161,68,5665.470833778381,2418.8965606689453,0.22827665487088844,8,3,1
529,163,68,5735.470833778381,2418.8965606689453,0.1749679621980819,9,2,0
417,177,68,6225.470833778381,2418.8965606689453,0.17189464656252132,12,3,1
417,185,68,6505.470833778381,2418.8965606689453,0.4842342847569442,4,3,0
417,186,68,6540.470833778381,2418.8965606689453,0.4317694322751492,5,2,1
442,216,68,7590.470833778381,2418.8965606689453,0.3852144823225033,4,2,0
488,295,68,10355.470833778381,2418.8965606689453,0.17517530302659412,12,2,0
488,296,68,10390.470833778381,2418.8965606689453,0.9966578035087005,13,8,0
488,297,68,10425.470833778381,2418.8965606689453,0.3726798464936983,7,3,1
488,298,68,10460.470833778381,2418.8965606689453,0.4657967616756395,11,2,0
524,25,69,905.4708337783813,2453.8965606689453,0.17401635288879358,9,3,1
541,31,69,1115.4708337783813,2453.8965606689453,0.2095148700655507,6,2,1
541,32,69,1150.4708337783813,2453.8965606689453,0.26902820791018006,4,2,1
541,33,69,1185.4708337783813,2453.8965606689453,0.36055423646370177,4,1,0
525,36,69,1290.4708337783813,2453.8965606689453,0.15626620936909744,9,1,0
526,48,69,1710.4708337783813,2453.8965606689453,0.41291669461512187,7,3,1
526,50,69,1780.4708337783813,2453.8965606689453,0.2526371200220385,7,3,1
544,116,69,4090.4708337783813,2453.8965606689453,0.14770351289638814,14,2,0
539,161,69,5665.470833778381,2453.8965606689453,0.221799483155576,9,2,0
417,177,69,6225.470833778381,2453.8965606689453,0.23090924397777968,16,3,0
442,215,69,7555.470833778381,2453.8965606689453,0.3842783905213986,4,1,0
488,294,69,10320.470833778381,2453.8965606689453,0.20928700514281592,3,1,0
488,295,69,10355.470833778381,2453.8965606689453,1.8008348881160665,5,4,0
524,26,70,940.4708337783813,2488.8965606689453,0.1468186063496893,7,3,0
524,27,70,975.4708337783813,2488.8965606689453,0.37667600541246093,10,7,0
541,30,70,1080.4708337783813,2488.8965606689453,0.5261885914690012,6,3,1
526,49,70,1745.4708337783813,2488.8965606689453,0.35888956597472693,7,2,0
526,51,70,1815.4708337783813,2488.8965606689453,0.41037066627661983,6,2,0
550,61,70,2165.4708337783813,2488.8965606689453,0.17444462043877793,14,7,0
551,73,70,2585.4708337783813,2488.8965606689453,0.1923982647031277,13,6,0
551,74,70,2620.4708337783813,2488.8965606689453,0.24442628750925877,9,3,1
544,115,70,4055.4708337783813,2488.8965606689453,0.5504665307559813,4,2,0
553,120,70,4230.470833778381,2488.8965606689453,0.2340096439267929,10,3,0
553,121,70,4265.470833778381,2488.8965606689453,0.1782795144285638,7,2,1
554,129,70,4545.470833778381,2488.8965606689453,0.24073673866598552,9,3,1
555,140,70,4930.470833778381,2488.8965606689453,0.1509506122701847,7,2,0
539,160,70,5630.470833778381,2488.8965606689453,0.229373676252203,7,3,0
558,183,70,6435.470833778381,2488.8965606689453,0.25405048993659185,8,2,0
560,188,70,6610.470833778381,2488.8965606689453,0.2994525579591223,10,5,0
541,30,71,1080.4708337783813,2523.8965606689453,0.18566566822495695,8,4,0
541,31,71,1115.4708337783813,2523.8965606689453,0.1933504184090797,6,3,1
550,61,71,2165.4708337783813,2523.8965606689453,0.19992210396572233,10,6,0
551,74,71,2620.4708337783813,2523.8965606689453,0.1771495762948586,8,4,1
551,75,71,2655.4708337783813,2523.8965606689453,0.18850638923900132,6,2,0
554,129,71,4545.470833778381,2523.8965606689453,0.32960819151674525,12,5,1
555,137,71,4825.470833778381,2523.8965606689453,0.16338124446929697,8,2,0
555,139,71,4895.470833778381,2523.8965606689453,0.16523536782535864,12,6,3
558,183,71,6435.470833778381,2523.8965606689453,0.7028142104141681,7,5,0
558,184,71,6470.470833778381,2523.8965606689453,0.4999534179407363,7,2,0
560,189,71,6645.470833778381,2523.8965606689453,0.18862332844504331,9,3,1
564,215,71,7555.470833778381,2523.8965606689453,0.38832642707773096,3,1,1
564,216,71,7590.470833778381,2523.8965606689453,0.3752518075456959,10,4,1
565,218,71,7660.470833778381,2523.8965606689453,1.081209148665748,5,2,1
565,219,71,7695.470833778381,2523.8965606689453,0.4292504593449834,4,1,0
566,291,71,10215.470833778381,2523.8965606689453,0.4529543943374146,3,2,0
566,292,71,10250.470833778381,2523.8965606689453,0.307174462591319,3,1,0
541,30,72,1080.4708337783813,2558.8965606689453,0.1523616729767643,11,7,3
541,31,72,1115.4708337783813,2558.8965606689453,0.21083181073235416,9,5,1
568,41,72,1465.4708337783813,2558.8965606689453,0.25085009973478267,13,5,1
551,76,72,2690.4708337783813,2558.8965606689453,0.412811720034267,7,1,1
570,110,72,3880.4708337783813,2558.8965606689453,0.1711314982931992,7,2,0
570,111,72,3915.4708337783813,2558.8965606689453,0.1850956775359399,6,1,0
572,131,72,4615.470833778381,2558.8965606689453,0.1639824579010944,8,2,0
555,137,72,4825.470833778381,2558.8965606689453,0.36319171677241446,16,5,0
555,138,72,4860.470833778381,2558.8965606689453,0.7284038744639372,11,5,0
575,164,72,5770.470833778381,2558.8965606689453,0.2849085870626712,14,4,0
576,181,72,6365.470833778381,2558.8965606689453,0.22565205779132613,10,3,0
558,183,72,6435.470833778381,2558.8965606689453,0.4682189619698853,11,5,2
560,189,72,6645.470833778381,2558.8965606689453,0.2453489650254824,6,3,0
578,222,72,7800.470833778381,2558.8965606689453,0.5253210177312613,6,2,0
578,224,72,7870.470833778381,2558.8965606689453,0.34129523373959314,5,1,0
566,293,72,10285.470833778381,2558.8965606689453,0.24786083884930804,8,2,0
566,294,72,10320.470833778381,2558.8965606689453,0.5326957768172871,6,4,1
579,309,72,10845.470833778381,2558.8965606689453,0.4367705753934653,10,3,0
580,20,73,730.4708337783813,2593.8965606689453,0.4871245903567485,6,5,0
580,21,73,765.4708337783813,2593.8965606689453,0.16947523881514792,5,2,1
541,31,73,1115.4708337783813,2593.8965606689453,0.1549444775286606,12,3,0
568,42,73,1500.4708337783813,2593.8965606689453,0.14791955620566882,4,1,0
581,67,73,2375.4708337783813,2593.8965606689453,0.18364563997842137,10,2,0
581,68,73,2410.4708337783813,2593.8965606689453,0.18281808287205656,16,3,0
551,75,73,2655.4708337783813,2593.8965606689453,0.20839839691519524,15,4,0
582,86,73,3040.4708337783813,2593.8965606689453,0.5067196109738479,5,3,0
572,130,73,4580.470833778381,2593.8965606689453,0.16249712975849953,11,4,1
555,136,73,4790.470833778381,2593.8965606689453,0.16797547019802872,14,4,0
555,137,73,4825.470833778381,2593.8965606689453,0.42203911034149283,17,10,2
555,138,73,4860.470833778381,2593.8965606689453,0.1884605975608277,7,2,1
555,139,73,4895.470833778381,2593.8965606689453,0.35412103451922267,5,4,1
555,140,73,4930.470833778381,2593.8965606689453,0.280110115557192,5,2,1
575,165,73,5805.470833778381,2593.8965606689453,0.1966718342890194,9,2,0
576,181,73,6365.470833778381,2593.8965606689453,0.8038651171453974,4,2,0
558,184,73,6470.470833778381,2593.8965606689453,0.1745419935116648,7,3,1
558,185,73,6505.470833778381,2593.8965606689453,0.47388552697981656,9,5,1
560,190,73,6680.470833778381,2593.8965606689453,0.1718409293610468,10,4,1
578,223,73,7835.470833778381,2593.8965606689453,0.6733116728376503,10,4,2
585,297,73,10425.470833778381,2593.8965606689453,0.7343703806037075,3,2,0
579,308,73,10810.470833778381,2593.8965606689453,0.14939505017479174,14,5,0
579,309,73,10845.470833778381,2593.8965606689453,0.16728729709254198,9,1,0
582,86,74,3040.4708337783813,2628.8965606689453,0.3549973457229509,5,3,0
588,90,74,3180.4708337783813,2628.8965606689453,0.26328700074540357,4,2,1
589,113,74,3985.4708337783813,2628.8965606689453,0.40879358258947107,4,1,1
590,116,74,4090.4708337783813,2628.8965606689453,0.19242304974631835,9,2,0
591,121,74,4265.470833778381,2628.8965606689453,0.144198107292958,9,2,0
592,128,74,4510.470833778381,2628.8965606689453,0.34925095723848937,11,3,1
555,138,74,4860.470833778381,2628.8965606689453,0.47325727054815736,13,5,0
595,159,74,5595.470833778381,2628.8965606689453,0.16150571194856247,12,2,1
595,160,74,5630.470833778381,2628.8965606689453,0.22617088745873265,13,3,1
558,184,74,6470.470833778381,2628.8965606689453,0.6414917368353927,8,5,0
558,185,74,6505.470833778381,2628.8965606689453,0.22182706256181328,7,3,0
558,186,74,6540.470833778381,2628.8965606689453,0.24946363320941267,7,5,0
597,232,74,8150.470833778381,2628.8965606689453,0.24791589498390287,6,1,0
597,233,74,8185.470833778381,2628.8965606689453,0.2163807011472693,6,2,0
585,297,74,10425.470833778381,2628.8965606689453,0.2282864712682061,10,4,0
585,298,74,10460.470833778381,2628.8965606689453,0.3023092599427571,10,4,0
598,312,74,10950.470833778381,2628.8965606689453,0.42567770944495237,7,3,0
588,91,75,3215.4708337783813,2663.8965606689453,0.18951996049294337,5,1,0
599,93,75,3285.4708337783813,2663.8965606689453,0.7267926827672974,3,1,0
599,94,75,3320.4708337783813,2663.8965606689453,0.22847226355944905,6,3,1
600,104,75,3670.4708337783813,2663.8965606689453,0.165971360590121,7,2,0
589,112,75,3950.4708337783813,2663.8965606689453,0.5867870377321885,6,3,0
590,116,75,4090.4708337783813,2663.8965606689453,0.5747517014346373,4,2,0
591,120,75,4230.470833778381,2663.8965606689453,0.29068106250856945,12,2,0
602,125,75,4405.470833778381,2663.8965606689453,0.2528849745917546,9,3,0
602,126,75,4440.470833778381,2663.8965606689453,0.2458308150410446,10,3,0
592,128,75,4510.470833778381,2663.8965606689453,0.4873090007834619,6,4,1
592,129,75,4545.470833778381,2663.8965606689453,0.1826783755768343,11,4,1
555,138,75,4860.470833778381,2663.8965606689453,0.3329031906915142,10,3,0
595,159,75,5595.470833778381,2663.8965606689453,0.2159258261928833,5,2,2
595,161,75,5665.470833778381,2663.8965606689453,0.26310766750362147,9,3,0
558,185,75,6505.470833778381,2663.8965606689453,0.1566850262813906,9,1,0
607,221,75,7765.470833778381,2663.8965606689453,1.022752219151503,4,1,1
585,298,75,10460.470833778381,2663.8965606689453,0.46603582431355806,4,2,1
598,310,75,10880.470833778381,2663.8965606689453,0.49716739957602524,8,2,1
598,311,75,10915.470833778381,2663.8965606689453,1.2828147670819177,8,5,1
598,312,75,10950.470833778381,2663.8965606689453,1.1235245345891836,6,4,2
608,76,76,2690.4708337783813,2698.8965606689453,0.18841536686534538,8,4,0
588,87,76,3075.4708337783813,2698.8965606689453,0.2937885835508746,8,5,2
588,90,76,3180.4708337783813,2698.8965606689453,0.32171550624270207,8,3,0
588,91,76,3215.4708337783813,2698.8965606689453,0.1690776610312729,8,5,1
600,105,76,3705.4708337783813,2698.8965606689453,0.16079403528189531,4,3,0
589,112,76,3950.4708337783813,2698.8965606689453,0.21683063435064684,7,3,1
590,114,76,4020.4708337783813,2698.8965606689453,0.14819790976206615,3,2,0
590,115,76,4055.4708337783813,2698.8965606689453,0.39988217715231805,6,1,0
592,129,76,4545.470833778381,2698.8965606689453,0.4017948433162215,8,4,2
592,130,76,4580.470833778381,2698.8965606689453,0.4339164700985306,9,5,0
555,138,76,4860.470833778381,2698.8965606689453,0.2967703455476571,10,3,1
607,220,76,7730.470833778381,2698.8965606689453,0.3842249491338387,5,2,0
611,303,76,10635.470833778381,2698.8965606689453,0.5085328069953374,6,2,1
598,309,76,10845.470833778381,2698.8965606689453,0.5334941933611471,8,3,0
598,310,76,10880.470833778381,2698.8965606689453,0.5575852320881267,16,5,1
608,75,77,2655.4708337783813,2733.8965606689453,0.22339418023961946,10,4,0
608,76,77,2690.4708337783813,2733.8965606689453,0.2179919869681517,5,3,0
608,77,77,2725.4708337783813,2733.8965606689453,0.30359903958322465,11,3,1
588,83,77,2935.4708337783813,2733.8965606689453,0.304258211076149,8,3,0
588,86,77,3040.4708337783813,2733.8965606689453,0.1587657769196452,6,1,0
588,90,77,3180.4708337783813,2733.8965606689453,0.15767540222131482,13,4,1
555,138,77,4860.470833778381,2733.8965606689453,0.1456181624991644,9,3,1
622,191,77,6715.470833778381,2733.8965606689453,0.5610935570874066,4,1,0
611,303,77,10635.470833778381,2733.8965606689453,0.8187367151896859,14,9,3
598,310,77,10880.470833778381,2733.8965606689453,0.5708935057787783,9,3,1
627,65,78,2305.4708337783813,2768.8965606689453,0.20197822171117918,13,3,0
608,77,78,2725.4708337783813,2768.8965606689453,0.16853214033542388,9,2,0
588,83,78,2935.4708337783813,2768.8965606689453,0.29897195700458806,6,2,0
588,84,78,2970.4708337783813,2768.8965606689453,0.41895922060335633,8,5,1
588,85,78,3005.4708337783813,2768.8965606689453,0.1700538805184502,6,1,0
588,87,78,3075.4708337783813,2768.8965606689453,0.49032343239644377,6,3,1
588,90,78,3180.4708337783813,2768.8965606689453,0.5686808163679495,7,3,0
588,91,78,3215.4708337783813,2768.8965606689453,0.3855997568718867,6,3,0
555,138,78,4860.470833778381,2768.8965606689453,0.32337333271133456,7,3,0
622,190,78,6680.470833778381,2768.8965606689453,0.21317683203150922,7,2,1
622,191,78,6715.470833778381,2768.8965606689453,0.2062320579678313,6,2,1
611,302,78,10600.470833778381,2768.8965606689453,1.1184642072560964,11,8,1
611,303,78,10635.470833778381,2768.8965606689453,1.578496490086045,20,13,4
636,305,78,10705.470833778381,2768.8965606689453,0.354726334417962,5,2,0
637,35,79,1255.4708337783813,2803.8965606689453,0.30531269334588973,10,5,0
627,64,79,2270.4708337783813,2803.8965606689453,0.3039670671633862,8,3,0
608,75,79,2655.4708337783813,2803.8965606689453,0.3083719553892627,9,5,2
608,76,79,2690.4708337783813,2803.8965606689453,0.18666770738265642,8,3,0
588,82,79,2900.4708337783813,2803.8965606689453,0.6598341614676095,3,1,0
588,84,79,2970.4708337783813,2803.8965606689453,0.29296207031865246,6,3,1
588,86,79,3040.4708337783813,2803.8965606689453,0.22092939517646215,7,2,0
588,88,79,3110.4708337783813,2803.8965606689453,0.7538423871161051,3,1,0
588,89,79,3145.4708337783813,2803.8965606689453,0.20388205996699532,5,2,1
588,91,79,3215.4708337783813,2803.8965606689453,0.17272854544094754,6,3,1
588,92,79,3250.4708337783813,2803.8965606689453,0.23583890440976266,9,5,0
640,110,79,3880.4708337783813,2803.8965606689453,0.15173629908989258,4,3,0
640,111,79,3915.4708337783813,2803.8965606689453,0.2276342436503925,4,2,0
555,135,79,4755.470833778381,2803.8965606689453,0.19987119681684237,11,3,0
555,136,79,4790.470833778381,2803.8965606689453,0.25695396671371135,10,2,0
555,137,79,4825.470833778381,2803.8965606689453,0.7581480198010596,14,10,2
555,138,79,4860.470833778381,2803.8965606689453,0.2783846945099552,12,4,0
555,139,79,4895.470833778381,2803.8965606689453,0.36477403958124327,14,7,2
555,142,79,5000.470833778381,2803.8965606689453,0.14603289458635493,8,1,1
644,284,79,9970.470833778381,2803.8965606689453,0.15953098747835576,10,4,0
644,286,79,10040.470833778381,2803.8965606689453,0.19848572418643587,3,2,0
611,301,79,10565.470833778381,2803.8965606689453,0.14712514028267767,11,3,0
611,302,79,10600.470833778381,2803.8965606689453,0.6532916052248652,16,8,0
611,303,79,10635.470833778381,2803.8965606689453,0.3864544671710775,16,6,0
636,306,79,10740.470833778381,2803.8965606689453,0.32036015842680005,13,4,0
645,311,79,10915.470833778381,2803.8965606689453,0.36806186654107936,8,2,0
637,35,80,1255.4708337783813,2838.8965606689453,0.1607655116760023,15,3,1
637,36,80,1290.4708337783813,2838.8965606689453,0.244143542261067,8,4,1
608,74,80,2620.4708337783813,2838.8965606689453,0.35278608948655116,12,3,2
588,82,80,2900.4708337783813,2838.8965606689453,0.1668656329538841,7,2,0
588,83,80,2935.4708337783813,2838.8965606689453,0.16864302450403362,5,0,0
588,84,80,2970.4708337783813,2838.8965606689453,0.4596158395535637,7,5,1
588,85,80,3005.4708337783813,2838.8965606689453,0.7661615541195385,6,3,0
588,87,80,3075.4708337783813,2838.8965606689453,0.38493971334368093,9,3,0
588,88,80,3110.4708337783813,2838.8965606689453,0.4204101802210643,7,2,0
588,89,80,3145.4708337783813,2838.8965606689453,0.22531067043180592,8,3,1
588,92,80,3250.4708337783813,2838.8965606689453,0.3568707273499261,9,3,0
588,93,80,3285.4708337783813,2838.8965606689453,0.24674280546115143,3,3,1
640,111,80,3915.4708337783813,2838.8965606689453,0.27244876743791585,6,4,0
640,112,80,3950.4708337783813,2838.8965606689453,0.21898884007979755,5,4,1
640,113,80,3985.4708337783813,2838.8965606689453,0.8406370217191926,3,2,1
647,121,80,4265.470833778381,2838.8965606689453,0.41500230225627943,10,4,0
555,136,80,4790.470833778381,2838.8965606689453,0.2347925275078547,6,2,0
555,138,80,4860.470833778381,2838.8965606689453,0.4132600917599622,8,4,1
555,139,80,4895.470833778381,2838.8965606689453,0.45920077605241544,10,4,0
555,140,80,4930.470833778381,2838.8965606689453,0.2666276277074023,7,4,0
555,142,80,5000.470833778381,2838.8965606689453,0.3712536781002563,5,1,0
648,191,80,6715.470833778381,2838.8965606689453,0.46806291016251833,9,5,0
650,201,80,7065.470833778381,2838.8965606689453,0.2466943753442874,7,4,0
644,284,80,9970.470833778381,2838.8965606689453,0.17405759547405894,3,2,0
644,285,80,10005.470833778381,2838.8965606689453,0.8282344168728372,3,2,2
611,302,80,10600.470833778381,2838.8965606689453,0.9293377918639252,5,2,0
645,312,80,10950.470833778381,2838.8965606689453,0.436815022796253,8,2,1
645,313,80,10985.470833778381,2838.8965606689453,0.22780922221011954,15,2,0
637,35,81,1255.4708337783813,2873.8965606689453,0.20645538422745957,11,3,0
653,43,81,1535.4708337783813,2873.8965606689453,0.1568427617625672,11,5,0
608,74,81,2620.4708337783813,2873.8965606689453,0.19100555078465237,11,2,0
656,79,81,2795.4708337783813,2873.8965606689453,0.14478644106669927,12,3,1
588,83,81,2935.4708337783813,2873.8965606689453,0.5434468586085011,4,3,1
588,84,81,2970.4708337783813,2873.8965606689453,0.23043347258282382,5,3,2
588,85,81,3005.4708337783813,2873.8965606689453,0.2568180395819692,4,1,0
588,91,81,3215.4708337783813,2873.8965606689453,0.15132042967383788,7,4,1
588,94,81,3320.4708337783813,2873.8965606689453,0.1685822907234328,4,3,0
657,103,81,3635.4708337783813,2873.8965606689453,0.22604580732597707,8,1,0
657,104,81,3670.4708337783813,2873.8965606689453,0.25554835436404777,11,4,0
640,110,81,3880.4708337783813,2873.8965606689453,0.255209911494645,4,3,0
640,111,81,3915.4708337783813,2873.8965606689453,0.48884207427317744,4,2,0
647,122,81,4300.470833778381,2873.8965606689453,0.3289485831997103,10,4,0
555,135,81,4755.470833778381,2873.8965606689453,0.42955767132972744,5,3,0
555,140,81,4930.470833778381,2873.8965606689453,0.17009583991730537,12,4,0
555,141,81,4965.470833778381,2873.8965606689453,0.33033663559555165,7,2,0
555,143,81,5035.470833778381,2873.8965606689453,0.3315572432404882,12,3,1
662,161,81,5665.470833778381,2873.8965606689453,0.1826299940538799,9,3,2
648,191,81,6715.470833778381,2873.8965606689453,0.5866377315867874,5,1,1
650,201,81,7065.470833778381,2873.8965606689453,0.22681648214675448,14,4,0
650,202,81,7100.470833778381,2873.8965606689453,0.17468174500103983,10,3,0
650,203,81,7135.470833778381,2873.8965606689453,0.3059898143847548,10,3,0
645,312,81,10950.470833778381,2873.8965606689453,1.1679420172588562,5,2,0
653,44,82,1570.4708337783813,2908.8965606689453,0.20554891267374858,11,4,0
663,47,82,1675.4708337783813,2908.8965606689453,0.18022175288750952,6,4,1
663,48,82,1710.4708337783813,2908.8965606689453,0.1641713749664698,12,3,1
656,80,82,2830.4708337783813,2908.8965606689453,0.16596480503462674,7,2,2
588,83,82,2935.4708337783813,2908.8965606689453,0.27891060698037995,7,1,1
588,85,82,3005.4708337783813,2908.8965606689453,0.20924397049127222,10,4,0
588,89,82,3145.4708337783813,2908.8965606689453,0.1466382736285107,13,3,1
588,90,82,3180.4708337783813,2908.8965606689453,0.19797764162506737,8,1,0
588,92,82,3250.4708337783813,2908.8965606689453,0.18346003799821026,5,4,1
588,94,82,3320.4708337783813,2908.8965606689453,0.18369461587343405,5,3,0
657,104,82,3670.4708337783813,2908.8965606689453,0.31465088590255225,6,2,0
647,122,82,4300.470833778381,2908.8965606689453,0.33929848542574215,4,1,0
555,140,82,4930.470833778381,2908.8965606689453,0.3389341937801872,10,6,1
555,144,82,5070.470833778381,2908.8965606689453,0.6103527676555183,8,2,0
662,162,82,5700.470833778381,2908.8965606689453,0.21377309142379036,10,4,2
667,177,82,6225.470833778381,2908.8965606689453,0.19644697117728654,8,2,0
650,200,82,7030.470833778381,2908.8965606689453,0.5156440783506607,10,7,1
669,215,82,7555.470833778381,2908.8965606689453,0.17807004693986284,5,1,0
669,216,82,7590.470833778381,2908.8965606689453,0.3042666541601187,6,1,0
670,283,82,9935.470833778381,2908.8965606689453,0.2544024558135238,7,3,0
670,284,82,9970.470833778381,2908.8965606689453,0.24766893102358475,6,2,0
663,47,83,1675.4708337783813,2943.8965606689453,0.23000003489670556,9,3,0
656,80,83,2830.4708337783813,2943.8965606689453,0.3973459282098086,8,5,2
588,83,83,2935.4708337783813,2943.8965606689453,0.1505263790084054,6,1,0
588,86,83,3040.4708337783813,2943.8965606689453,0.5422228097648617,14,7,3
588,87,83,3075.4708337783813,2943.8965606689453,0.25475903955969065,8,2,1
588,88,83,3110.4708337783813,2943.8965606689453,0.2764988813280104,15,7,4
588,92,83,3250.4708337783813,2943.8965606689453,0.1514089759928371,11,2,0
588,95,83,3355.4708337783813,2943.8965606689453,0.2692408061805578,7,2,0
588,97,83,3425.4708337783813,2943.8965606689453,0.3052867106534607,7,2,0
588,98,83,3460.4708337783813,2943.8965606689453,0.24898876352260635,11,3,0
673,107,83,3775.4708337783813,2943.8965606689453,0.18615775953422037,5,1,0
673,108,83,3810.4708337783813,2943.8965606689453,0.32672515074677183,10,4,0
647,121,83,4265.470833778381,2943.8965606689453,0.24853936685221562,5,2,0
674,124,83,4370.470833778381,2943.8965606689453,0.1655980599337234,8,2,0
555,144,83,5070.470833778381,2943.8965606689453,0.5866631511166198,6,3,1
555,145,83,5105.470833778381,2943.8965606689453,0.40771455781254995,15,8,1
555,146,83,5140.470833778381,2943.8965606689453,0.1875784824250501,11,2,2
667,177,83,6225.470833778381,2943.8965606689453,0.3112273518233623,5,1,1
650,199,83,6995.470833778381,2943.8965606689453,0.23266095353960056,10,2,1
677,286,83,10040.470833778381,2943.8965606689453,0.5503670713952432,4,2,0
678,307,83,10775.470833778381,2943.8965606689453,0.8028874221608976,3,2,0
678,308,83,10810.470833778381,2943.8965606689453,0.49941507688883036,3,1,0
680,57,84,2025.4708337783813,2978.8965606689453,0.25735744053290915,12,4,3
680,59,84,2095.4708337783813,2978.8965606689453,0.4992663079703601,13,7,1
656,80,84,2830.4708337783813,2978.8965606689453,0.1647990434848442,11,3,2
588,89,84,3145.4708337783813,2978.8965606689453,0.14415405690078248,11,6,3
588,96,84,3390.4708337783813,2978.8965606689453,0.2866859043907899,8,5,0
588,97,84,3425.4708337783813,2978.8965606689453,0.30283320366572963,6,5,1
588,98,84,3460.4708337783813,2978.8965606689453,0.15725667092838747,6,3,0
588,100,84,3530.4708337783813,2978.8965606689453,0.1700597951150872,5,1,1
673,108,84,3810.4708337783813,2978.8965606689453,0.3472150169326829,8,2,0
673,109,84,3845.4708337783813,2978.8965606689453,0.15973388705011882,7,2,1
673,110,84,3880.4708337783813,2978.8965606689453,0.15108102001453697,7,2,0
647,121,84,4265.470833778381,2978.8965606689453,0.23439323629045963,6,2,1
674,124,84,4370.470833778381,2978.8965606689453,0.16278701551080743,4,1,0
674,125,84,4405.470833778381,2978.8965606689453,0.1458722486944363,6,2,2
681,141,84,4965.470833778381,2978.8965606689453,0.3200253534612233,9,3,2
681,142,84,5000.470833778381,2978.8965606689453,0.2420827927701877,5,3,1
555,144,84,5070.470833778381,2978.8965606689453,0.32366114794918543,6,2,0
555,146,84,5140.470833778381,2978.8965606689453,0.22648777939787265,7,4,1
686,284,84,9970.470833778381,2978.8965606689453,0.2665526384219298,4,1,0
677,286,84,10040.470833778381,2978.8965606689453,0.4539373768563213,4,1,0
689,316,84,11090.470833778381,2978.8965606689453,0.20866398180923987,9,2,0
690,318,84,11160.470833778381,2978.8965606689453,0.15731213155784943,14,3,0
690,319,84,11195.470833778381,2978.8965606689453,0.1960467256523927,8,1,0
680,57,85,2025.4708337783813,3013.8965606689453,0.1702550824456043,18,5,0
680,59,85,2095.4708337783813,3013.8965606689453,0.39589079185226944,16,6,3
695,86,85,3040.4708337783813,3013.8965606689453,0.25080019354072036,17,4,2
588,96,85,3390.4708337783813,3013.8965606689453,0.24525169024564172,8,6,1
588,97,85,3425.4708337783813,3013.8965606689453,0.6707308738083697,11,7,1
588,98,85,3460.4708337783813,3013.8965606689453,0.3860994423576753,9,6,0
588,100,85,3530.4708337783813,3013.8965606689453,0.25317861635657496,7,2,0
588,101,85,3565.4708337783813,3013.8965606689453,0.3515772080997636,3,2,0
647,122,85,4300.470833778381,3013.8965606689453,0.3244995547101476,5,1,0
